anno cens,Sottosistemi territoriali,Com_Den,Località,Loc_Fr di rif_GEOGRAFICHE,Loc_Cod,Località 1951,Loc_pop res,Com_n fam,Com_abitazioni occupate,"Com_abitazioni non occupate ",% ab non occupate / tot,"% ab occupate / tot ",Com_pop attiva,Com_pop non attiva,Com_pop occ I settore,Com_pop occ II III settore,concat
1951 (https://www.notion.so/1951-11c7c49d99b180719cc8e826e906ba03?pvs=21),Piuro (https://www.notion.so/Piuro-11c7c49d99b18047bb73ee5214adb1d2?pvs=21),Piuro (https://www.notion.so/Piuro-198ac9109da344c6bcc90d755170b975?pvs=21),,Val di Lei,4,,0,,,,,,,,,,
1951 (https://www.notion.so/1951-11c7c49d99b180719cc8e826e906ba03?pvs=21),Piuro (https://www.notion.so/Piuro-11c7c49d99b18047bb73ee5214adb1d2?pvs=21),Piuro (https://www.notion.so/Piuro-198ac9109da344c6bcc90d755170b975?pvs=21),Borgonuovo (https://www.notion.so/Borgonuovo-11c7c49d99b18012aa53d6ed4ac9b26c?pvs=21),Borgonovo,1,Borgonovo,464,,,,,,,,,,Borgonovo / Borgonuovo_1951_1971
1951 (https://www.notion.so/1951-11c7c49d99b180719cc8e826e906ba03?pvs=21),Piuro (https://www.notion.so/Piuro-11c7c49d99b18047bb73ee5214adb1d2?pvs=21),Piuro (https://www.notion.so/Piuro-198ac9109da344c6bcc90d755170b975?pvs=21),Dasile (https://www.notion.so/Dasile-b5e0f508bdf64132907c30f849131b6d?pvs=21),Prosto,2,Dasile,93,,,,,,,,,,Dasile
1951 (https://www.notion.so/1951-11c7c49d99b180719cc8e826e906ba03?pvs=21),Piuro (https://www.notion.so/Piuro-11c7c49d99b18047bb73ee5214adb1d2?pvs=21),Piuro (https://www.notion.so/Piuro-198ac9109da344c6bcc90d755170b975?pvs=21),Cranna (https://www.notion.so/Cranna-aa355a2622c84e17ae06399aeda46d37?pvs=21),Prosto,2,Cranna,17,,,,,,,,,,Cranna
1951 (https://www.notion.so/1951-11c7c49d99b180719cc8e826e906ba03?pvs=21),Piuro (https://www.notion.so/Piuro-11c7c49d99b18047bb73ee5214adb1d2?pvs=21),Piuro (https://www.notion.so/Piuro-198ac9109da344c6bcc90d755170b975?pvs=21),Savogno (https://www.notion.so/Savogno-bd488df8c928480d85d6a81b5fe1865a?pvs=21),Savogno,1,Savogno,192,,,,,,,,,,Savogno
1951 (https://www.notion.so/1951-11c7c49d99b180719cc8e826e906ba03?pvs=21),Piuro (https://www.notion.so/Piuro-11c7c49d99b18047bb73ee5214adb1d2?pvs=21),Piuro (https://www.notion.so/Piuro-198ac9109da344c6bcc90d755170b975?pvs=21),S Croce (https://www.notion.so/S-Croce-2a8d65dbeb4c41deae5aea0f449f12e7?pvs=21),Borgonovo,1,S Croce,350,,,,,,,,,,S Croce
1951 (https://www.notion.so/1951-11c7c49d99b180719cc8e826e906ba03?pvs=21),Piuro (https://www.notion.so/Piuro-11c7c49d99b18047bb73ee5214adb1d2?pvs=21),Piuro (https://www.notion.so/Piuro-198ac9109da344c6bcc90d755170b975?pvs=21),S Abbondio (https://www.notion.so/S-Abbondio-16951cba8b454e32a1d94d835c10036e?pvs=21),Borgonovo,1,S Abbondio,119,,,,,,,,,,S Abbondio
1951 (https://www.notion.so/1951-11c7c49d99b180719cc8e826e906ba03?pvs=21),Piuro (https://www.notion.so/Piuro-11c7c49d99b18047bb73ee5214adb1d2?pvs=21),Piuro (https://www.notion.so/Piuro-198ac9109da344c6bcc90d755170b975?pvs=21),Prosto (https://www.notion.so/Prosto-c8ebb65685b7453b8d65f6aa7f894899?pvs=21),Prosto,1,Prosto,572,,,,,,,,,,Prosto
1951 (https://www.notion.so/1951-11c7c49d99b180719cc8e826e906ba03?pvs=21),,Prata Camportaccio (https://www.notion.so/Prata-Camportaccio-0d1eb1359aef447495ccd26ded9968e8?pvs=21),,,,,,394,445,388,0.465786314526,0.534213685474,530,1053,272,258,
1951 (https://www.notion.so/1951-11c7c49d99b180719cc8e826e906ba03?pvs=21),Prata (https://www.notion.so/Prata-11c7c49d99b180c693e1d9e78c586d94?pvs=21),Prata Camportaccio (https://www.notion.so/Prata-Camportaccio-0d1eb1359aef447495ccd26ded9968e8?pvs=21),,Prata Centro,3,case sparse,190,,,,,,,,,,case sparse Prata Centro_1951
1951 (https://www.notion.so/1951-11c7c49d99b180719cc8e826e906ba03?pvs=21),Prata (https://www.notion.so/Prata-11c7c49d99b180c693e1d9e78c586d94?pvs=21),Prata Camportaccio (https://www.notion.so/Prata-Camportaccio-0d1eb1359aef447495ccd26ded9968e8?pvs=21),,S Cassiano,3,case sparse,139,,,,,,,,,,case sparse San Cassiano_1951
1951 (https://www.notion.so/1951-11c7c49d99b180719cc8e826e906ba03?pvs=21),Prata (https://www.notion.so/Prata-11c7c49d99b180c693e1d9e78c586d94?pvs=21),Prata Camportaccio (https://www.notion.so/Prata-Camportaccio-0d1eb1359aef447495ccd26ded9968e8?pvs=21),, Monte Beleniga,4,,0,,,,,,,,,,
1951 (https://www.notion.so/1951-11c7c49d99b180719cc8e826e906ba03?pvs=21),Prata (https://www.notion.so/Prata-11c7c49d99b180c693e1d9e78c586d94?pvs=21),Prata Camportaccio (https://www.notion.so/Prata-Camportaccio-0d1eb1359aef447495ccd26ded9968e8?pvs=21),S Cristoforo (https://www.notion.so/S-Cristoforo-71e0836fff374638baa8942cdd11682a?pvs=21),Prata Centro,2,S Cristoforo,25,,,,,,,,,,S Cristoforo_1861_1951
1951 (https://www.notion.so/1951-11c7c49d99b180719cc8e826e906ba03?pvs=21),Prata (https://www.notion.so/Prata-11c7c49d99b180c693e1d9e78c586d94?pvs=21),Prata Camportaccio (https://www.notion.so/Prata-Camportaccio-0d1eb1359aef447495ccd26ded9968e8?pvs=21),Porettina (https://www.notion.so/Porettina-c4084e17afa84e0fb344e1930fbaa1df?pvs=21),S Cassiano,2,Porettina di Sotto,62,,,,,,,,,,Porettina Bassa_1951
1951 (https://www.notion.so/1951-11c7c49d99b180719cc8e826e906ba03?pvs=21),Prata (https://www.notion.so/Prata-11c7c49d99b180c693e1d9e78c586d94?pvs=21),Prata Camportaccio (https://www.notion.so/Prata-Camportaccio-0d1eb1359aef447495ccd26ded9968e8?pvs=21),Porettina (https://www.notion.so/Porettina-c4084e17afa84e0fb344e1930fbaa1df?pvs=21),S Cassiano,2,Porettina di Sopra,118,,,,,,,,,,Porettina Alta_1991
1951 (https://www.notion.so/1951-11c7c49d99b180719cc8e826e906ba03?pvs=21),Prata (https://www.notion.so/Prata-11c7c49d99b180c693e1d9e78c586d94?pvs=21),Prata Camportaccio (https://www.notion.so/Prata-Camportaccio-0d1eb1359aef447495ccd26ded9968e8?pvs=21),Malaguardia (https://www.notion.so/Malaguardia-b6484c5904cd4d85b69beacd32cce8e7?pvs=21),S Cassiano,2,Malaguardia,109,,,,,,,,,,Malaguardia
1951 (https://www.notion.so/1951-11c7c49d99b180719cc8e826e906ba03?pvs=21),Prata (https://www.notion.so/Prata-11c7c49d99b180c693e1d9e78c586d94?pvs=21),Prata Camportaccio (https://www.notion.so/Prata-Camportaccio-0d1eb1359aef447495ccd26ded9968e8?pvs=21),Cascina del Curto (https://www.notion.so/Cascina-del-Curto-0e56c01773644be48d756393365a8e48?pvs=21),S Cassiano,2,Cascina del Curto,9,,,,,,,,,,Cascina del Curto - Pr_1951
1951 (https://www.notion.so/1951-11c7c49d99b180719cc8e826e906ba03?pvs=21),Prata (https://www.notion.so/Prata-11c7c49d99b180c693e1d9e78c586d94?pvs=21),Prata Camportaccio (https://www.notion.so/Prata-Camportaccio-0d1eb1359aef447495ccd26ded9968e8?pvs=21),,S Cassiano,1,S Cassiano,343,,,,,,,,,,S Cassiano
1951 (https://www.notion.so/1951-11c7c49d99b180719cc8e826e906ba03?pvs=21),Prata (https://www.notion.so/Prata-11c7c49d99b180c693e1d9e78c586d94?pvs=21),Prata Camportaccio (https://www.notion.so/Prata-Camportaccio-0d1eb1359aef447495ccd26ded9968e8?pvs=21),,Prata Centro,2,Antica Osteria Pizzo,7,,,,,,,,,,Pizzo
1951 (https://www.notion.so/1951-11c7c49d99b180719cc8e826e906ba03?pvs=21),Prata (https://www.notion.so/Prata-11c7c49d99b180c693e1d9e78c586d94?pvs=21),Prata Camportaccio (https://www.notion.so/Prata-Camportaccio-0d1eb1359aef447495ccd26ded9968e8?pvs=21),Lottano (https://www.notion.so/Lottano-e903387074a049c1a62cd003d19e67b6?pvs=21),Prata Centro,2,Lottano,61,,,,,,,,,,Lottano
1951 (https://www.notion.so/1951-11c7c49d99b180719cc8e826e906ba03?pvs=21),Prata (https://www.notion.so/Prata-11c7c49d99b180c693e1d9e78c586d94?pvs=21),Prata Camportaccio (https://www.notion.so/Prata-Camportaccio-0d1eb1359aef447495ccd26ded9968e8?pvs=21),Prata (https://www.notion.so/Prata-e37c993934cf4021b67d0a66f861fde5?pvs=21),Prata Centro,1,Prata Centro,520,,,,,,,,,,Prata
1951 (https://www.notion.so/1951-11c7c49d99b180719cc8e826e906ba03?pvs=21),Samolaco (https://www.notion.so/Samolaco-11c7c49d99b180219498ebb70231c750?pvs=21),Samolaco (https://www.notion.so/Samolaco-8fd0925aa0a2408292ac6d9755e22761?pvs=21),,S Pietro,3,case sparse,134,,,,,,,,,,case sparse S Pietro_1951
1951 (https://www.notion.so/1951-11c7c49d99b180719cc8e826e906ba03?pvs=21),Samolaco (https://www.notion.so/Samolaco-11c7c49d99b180219498ebb70231c750?pvs=21),Samolaco (https://www.notion.so/Samolaco-8fd0925aa0a2408292ac6d9755e22761?pvs=21),,Motto Rotondo,4, ,0,,,,,,,,,,
1951 (https://www.notion.so/1951-11c7c49d99b180719cc8e826e906ba03?pvs=21),Samolaco (https://www.notion.so/Samolaco-11c7c49d99b180219498ebb70231c750?pvs=21),Samolaco (https://www.notion.so/Samolaco-8fd0925aa0a2408292ac6d9755e22761?pvs=21),,Somaggia,2,Riva,31,,,,,,,,,,Riva_np - 1951
1951 (https://www.notion.so/1951-11c7c49d99b180719cc8e826e906ba03?pvs=21),Samolaco (https://www.notion.so/Samolaco-11c7c49d99b180219498ebb70231c750?pvs=21),Samolaco (https://www.notion.so/Samolaco-8fd0925aa0a2408292ac6d9755e22761?pvs=21),Giumello (https://www.notion.so/Giumello-b92f5a69cf23451d98e5fdd209e56759?pvs=21),Somaggia,2,Giumello,92,,,,,,,,,,Giumello_1951
1951 (https://www.notion.so/1951-11c7c49d99b180719cc8e826e906ba03?pvs=21),Samolaco (https://www.notion.so/Samolaco-11c7c49d99b180219498ebb70231c750?pvs=21),Samolaco (https://www.notion.so/Samolaco-8fd0925aa0a2408292ac6d9755e22761?pvs=21),,Somaggia,2,Basone,45,,,,,,,,,,Basone_np - 1951
1951 (https://www.notion.so/1951-11c7c49d99b180719cc8e826e906ba03?pvs=21),Samolaco (https://www.notion.so/Samolaco-11c7c49d99b180219498ebb70231c750?pvs=21),Samolaco (https://www.notion.so/Samolaco-8fd0925aa0a2408292ac6d9755e22761?pvs=21),Somaggia (https://www.notion.so/Somaggia-fa259b089c0e42c28c19b63debd0c4a6?pvs=21),Somaggia,1,Somaggia,345,,,,,,,,,,Somaggia
1951 (https://www.notion.so/1951-11c7c49d99b180719cc8e826e906ba03?pvs=21),Samolaco (https://www.notion.so/Samolaco-11c7c49d99b180219498ebb70231c750?pvs=21),Samolaco (https://www.notion.so/Samolaco-8fd0925aa0a2408292ac6d9755e22761?pvs=21),Vigazzolo (https://www.notion.so/Vigazzolo-5ae71e390b814474b8f1dd535322d1a4?pvs=21),Era,2,Vigazzolo,47,,,,,,,,,,Vigazzolo
1951 (https://www.notion.so/1951-11c7c49d99b180719cc8e826e906ba03?pvs=21),Samolaco (https://www.notion.so/Samolaco-11c7c49d99b180219498ebb70231c750?pvs=21),Samolaco (https://www.notion.so/Samolaco-8fd0925aa0a2408292ac6d9755e22761?pvs=21),Ronco (https://www.notion.so/Ronco-b84679de3a784eeaab55a49c9b48aed4?pvs=21),Era,2,Ronco,23,,,,,,,,,,Ronco
1951 (https://www.notion.so/1951-11c7c49d99b180719cc8e826e906ba03?pvs=21),Samolaco (https://www.notion.so/Samolaco-11c7c49d99b180219498ebb70231c750?pvs=21),Samolaco (https://www.notion.so/Samolaco-8fd0925aa0a2408292ac6d9755e22761?pvs=21),,Era,2,Giavere,84,,,,,,,,,,Giavere_np - 1951
1951 (https://www.notion.so/1951-11c7c49d99b180719cc8e826e906ba03?pvs=21),Samolaco (https://www.notion.so/Samolaco-11c7c49d99b180219498ebb70231c750?pvs=21),Samolaco (https://www.notion.so/Samolaco-8fd0925aa0a2408292ac6d9755e22761?pvs=21),,Era,2,Piazza,20,,,,,,,,,,Piazza_np - 1951
1951 (https://www.notion.so/1951-11c7c49d99b180719cc8e826e906ba03?pvs=21),Samolaco (https://www.notion.so/Samolaco-11c7c49d99b180219498ebb70231c750?pvs=21),Samolaco (https://www.notion.so/Samolaco-8fd0925aa0a2408292ac6d9755e22761?pvs=21),Casenda (https://www.notion.so/Casenda-b2932e12afc34154adfb4476324e3e82?pvs=21),Era,2,Casenda,199,,,,,,,,,,Casenda
1951 (https://www.notion.so/1951-11c7c49d99b180719cc8e826e906ba03?pvs=21),Samolaco (https://www.notion.so/Samolaco-11c7c49d99b180219498ebb70231c750?pvs=21),Samolaco (https://www.notion.so/Samolaco-8fd0925aa0a2408292ac6d9755e22761?pvs=21),Paiedo (https://www.notion.so/Paiedo-38b172873ca84a61b1cbf6b71bd75084?pvs=21),Era,2,Paiedo,0,,,,,,,,,,Paiedo_1951
1951 (https://www.notion.so/1951-11c7c49d99b180719cc8e826e906ba03?pvs=21),Samolaco (https://www.notion.so/Samolaco-11c7c49d99b180219498ebb70231c750?pvs=21),Samolaco (https://www.notion.so/Samolaco-8fd0925aa0a2408292ac6d9755e22761?pvs=21),Nogaredo (https://www.notion.so/Nogaredo-49c811bf426c4a1c84c8b76f18eeac0d?pvs=21),Era,2,Nogaredo,130,,,,,,,,,,Nogaredo
1951 (https://www.notion.so/1951-11c7c49d99b180719cc8e826e906ba03?pvs=21),Samolaco (https://www.notion.so/Samolaco-11c7c49d99b180219498ebb70231c750?pvs=21),Samolaco (https://www.notion.so/Samolaco-8fd0925aa0a2408292ac6d9755e22761?pvs=21),Montenuovo (https://www.notion.so/Montenuovo-e1ab5062b12346ada0b957e7029e570d?pvs=21),Era,2,Montenuovo,41,,,,,,,,,,Montenuovo
1951 (https://www.notion.so/1951-11c7c49d99b180719cc8e826e906ba03?pvs=21),Samolaco (https://www.notion.so/Samolaco-11c7c49d99b180219498ebb70231c750?pvs=21),Samolaco (https://www.notion.so/Samolaco-8fd0925aa0a2408292ac6d9755e22761?pvs=21),Fontanedo (https://www.notion.so/Fontanedo-a5acb1227eaa456e82ee58bbec5b7e68?pvs=21),Era,2,Fontanedo,49,,,,,,,,,,Fontanedo
1951 (https://www.notion.so/1951-11c7c49d99b180719cc8e826e906ba03?pvs=21),Samolaco (https://www.notion.so/Samolaco-11c7c49d99b180219498ebb70231c750?pvs=21),Samolaco (https://www.notion.so/Samolaco-8fd0925aa0a2408292ac6d9755e22761?pvs=21),Era / S Andrea (https://www.notion.so/Era-S-Andrea-ab98aa8a7c95417eaea3195cb10507ce?pvs=21),Era,1,Era,345,,,,,,,,,,Era / S Andrea
1951 (https://www.notion.so/1951-11c7c49d99b180719cc8e826e906ba03?pvs=21),Samolaco (https://www.notion.so/Samolaco-11c7c49d99b180219498ebb70231c750?pvs=21),Samolaco (https://www.notion.so/Samolaco-8fd0925aa0a2408292ac6d9755e22761?pvs=21),,S Pietro,2,Santa Teresa,0,,,,,,,,,,Santa Teresa_1951
1951 (https://www.notion.so/1951-11c7c49d99b180719cc8e826e906ba03?pvs=21),Samolaco (https://www.notion.so/Samolaco-11c7c49d99b180219498ebb70231c750?pvs=21),Samolaco (https://www.notion.so/Samolaco-8fd0925aa0a2408292ac6d9755e22761?pvs=21),Overina (https://www.notion.so/Overina-29af4a7e66e34fb09d06c4dea42d312e?pvs=21),S Pietro,2,Overina,45,,,,,,,,,,Overina
1951 (https://www.notion.so/1951-11c7c49d99b180719cc8e826e906ba03?pvs=21),Samolaco (https://www.notion.so/Samolaco-11c7c49d99b180219498ebb70231c750?pvs=21),Samolaco (https://www.notion.so/Samolaco-8fd0925aa0a2408292ac6d9755e22761?pvs=21),,S Pietro,2,Cascina del Curto,2,,,,,,,,,,Cascina del Curto - Sa_1951
1951 (https://www.notion.so/1951-11c7c49d99b180719cc8e826e906ba03?pvs=21),Samolaco (https://www.notion.so/Samolaco-11c7c49d99b180219498ebb70231c750?pvs=21),Samolaco (https://www.notion.so/Samolaco-8fd0925aa0a2408292ac6d9755e22761?pvs=21),S Pietro (https://www.notion.so/S-Pietro-efab36e5b7524ecab77848c7be9d2849?pvs=21),S Pietro,1,S Pietro,535,,,,,,,,,,S Pietro
1951 (https://www.notion.so/1951-11c7c49d99b180719cc8e826e906ba03?pvs=21),Samolaco (https://www.notion.so/Samolaco-11c7c49d99b180219498ebb70231c750?pvs=21),Samolaco (https://www.notion.so/Samolaco-8fd0925aa0a2408292ac6d9755e22761?pvs=21),,,,,,536,516,33,0.060109289617,0.939890710383,,,731,249,
1951 (https://www.notion.so/1951-19c6722e2f3942aeb7ff8faebc3ef5a4?pvs=21),,San Giacomo Filippo (https://www.notion.so/San-Giacomo-Filippo-4442b9bbbf894587be85a28aa25c1e2c?pvs=21),,Bacino del Truzzo,4,,0,,,,,,,,,,
1951 (https://www.notion.so/1951-19c6722e2f3942aeb7ff8faebc3ef5a4?pvs=21),,San Giacomo Filippo (https://www.notion.so/San-Giacomo-Filippo-4442b9bbbf894587be85a28aa25c1e2c?pvs=21),,Pizzo Stella,4,,0,,,,,,,,,,
1951 (https://www.notion.so/1951-19c6722e2f3942aeb7ff8faebc3ef5a4?pvs=21),,San Giacomo Filippo (https://www.notion.so/San-Giacomo-Filippo-4442b9bbbf894587be85a28aa25c1e2c?pvs=21),,Pizzo Savino,4,,0,,,,,,,,,,
1951 (https://www.notion.so/1951-19c6722e2f3942aeb7ff8faebc3ef5a4?pvs=21),Sommarovina (https://www.notion.so/Sommarovina-0baad02d2acf40fea6532e11d2ad5f28?pvs=21),San Giacomo Filippo (https://www.notion.so/San-Giacomo-Filippo-4442b9bbbf894587be85a28aa25c1e2c?pvs=21),Sommarovina (https://www.notion.so/Sommarovina-6f63c62da0df4b6ca5420c6f13699859?pvs=21),Sommarovina,3,case sparse,8,,,,,,,,,,
1951 (https://www.notion.so/1951-19c6722e2f3942aeb7ff8faebc3ef5a4?pvs=21),Olmo (https://www.notion.so/Olmo-e266e73304de44659843f19c2192bf9a?pvs=21),San Giacomo Filippo (https://www.notion.so/San-Giacomo-Filippo-4442b9bbbf894587be85a28aa25c1e2c?pvs=21),Olmo (https://www.notion.so/Olmo-6f74852fc0c54fef96da140f7738b8f0?pvs=21),Olmo,3,case sparse,3,,,,,,,,,,
1951 (https://www.notion.so/1951-19c6722e2f3942aeb7ff8faebc3ef5a4?pvs=21),San Giacomo Filippo (https://www.notion.so/San-Giacomo-Filippo-e18092e4bc0948ceb4db7f57c981a030?pvs=21),San Giacomo Filippo (https://www.notion.so/San-Giacomo-Filippo-4442b9bbbf894587be85a28aa25c1e2c?pvs=21),San Giacomo Filippo (https://www.notion.so/San-Giacomo-Filippo-feb68d992d62434f93bc4892f31eabc9?pvs=21),S Giacomo,3,case sparse,37,,,,,,,,,,
1951 (https://www.notion.so/1951-19c6722e2f3942aeb7ff8faebc3ef5a4?pvs=21),Lirone/Gallivaggio (https://www.notion.so/Lirone-Gallivaggio-74919d941e124f1b93ad293980a67d4f?pvs=21),San Giacomo Filippo (https://www.notion.so/San-Giacomo-Filippo-4442b9bbbf894587be85a28aa25c1e2c?pvs=21),Gallivaggio (https://www.notion.so/Gallivaggio-18a72f5d334648b5b3fc1178ff421adc?pvs=21),Gallivaggio,3,case sparse,7,,,,,,,,,,
1951 (https://www.notion.so/1951-19c6722e2f3942aeb7ff8faebc3ef5a4?pvs=21),San Giacomo Filippo (https://www.notion.so/San-Giacomo-Filippo-e18092e4bc0948ceb4db7f57c981a030?pvs=21),San Giacomo Filippo (https://www.notion.so/San-Giacomo-Filippo-4442b9bbbf894587be85a28aa25c1e2c?pvs=21),San Giacomo Filippo (https://www.notion.so/San-Giacomo-Filippo-feb68d992d62434f93bc4892f31eabc9?pvs=21),S Giacomo,1,S Giacomo Filippo,257,,,,,,,,,,
1951 (https://www.notion.so/1951-19c6722e2f3942aeb7ff8faebc3ef5a4?pvs=21),Vho (https://www.notion.so/Vho-641e79f2edbe4983bf1cb9a129aab7ca?pvs=21),San Giacomo Filippo (https://www.notion.so/San-Giacomo-Filippo-4442b9bbbf894587be85a28aa25c1e2c?pvs=21),Vho (https://www.notion.so/Vho-69552968502b434a89e33666bdebbe00?pvs=21),Gallivaggio,2,Vho,10,,,,,,,,,,
1951 (https://www.notion.so/1951-19c6722e2f3942aeb7ff8faebc3ef5a4?pvs=21),Lirone/Gallivaggio (https://www.notion.so/Lirone-Gallivaggio-74919d941e124f1b93ad293980a67d4f?pvs=21),San Giacomo Filippo (https://www.notion.so/San-Giacomo-Filippo-4442b9bbbf894587be85a28aa25c1e2c?pvs=21),Gallivaggio (https://www.notion.so/Gallivaggio-18a72f5d334648b5b3fc1178ff421adc?pvs=21),Gallivaggio,1,Gallivaggio,13,,,,,,,,,,
1951 (https://www.notion.so/1951-19c6722e2f3942aeb7ff8faebc3ef5a4?pvs=21),Lirone/Gallivaggio (https://www.notion.so/Lirone-Gallivaggio-74919d941e124f1b93ad293980a67d4f?pvs=21),San Giacomo Filippo (https://www.notion.so/San-Giacomo-Filippo-4442b9bbbf894587be85a28aa25c1e2c?pvs=21),Cimaganda (https://www.notion.so/Cimaganda-a9e3372981be41cfaa06794a6d829b92?pvs=21),Gallivaggio,2,Cimaganda,68,,,,,,,,,,
1951 (https://www.notion.so/1951-19c6722e2f3942aeb7ff8faebc3ef5a4?pvs=21),Lirone/Gallivaggio (https://www.notion.so/Lirone-Gallivaggio-74919d941e124f1b93ad293980a67d4f?pvs=21),San Giacomo Filippo (https://www.notion.so/San-Giacomo-Filippo-4442b9bbbf894587be85a28aa25c1e2c?pvs=21),Lirone (https://www.notion.so/Lirone-2bc1895b4a674102a583d2e05d0e4aee?pvs=21),Gallivaggio,1,Lirone,76,,,,,,,,,,
1951 (https://www.notion.so/1951-19c6722e2f3942aeb7ff8faebc3ef5a4?pvs=21),Sommarovina (https://www.notion.so/Sommarovina-0baad02d2acf40fea6532e11d2ad5f28?pvs=21),San Giacomo Filippo (https://www.notion.so/San-Giacomo-Filippo-4442b9bbbf894587be85a28aa25c1e2c?pvs=21),Sommarovina (https://www.notion.so/Sommarovina-6f63c62da0df4b6ca5420c6f13699859?pvs=21),Sommarovina,1,Sommarovina,22,,,,,,,,,,
1951 (https://www.notion.so/1951-19c6722e2f3942aeb7ff8faebc3ef5a4?pvs=21),Olmo (https://www.notion.so/Olmo-e266e73304de44659843f19c2192bf9a?pvs=21),San Giacomo Filippo (https://www.notion.so/San-Giacomo-Filippo-4442b9bbbf894587be85a28aa25c1e2c?pvs=21),Ca di Bara (https://www.notion.so/Ca-di-Bara-ef0641a5f849477baa9f63cc415f1a00?pvs=21),Olmo,2,Ca di Bara,55,,,,,,,,,,
1951 (https://www.notion.so/1951-19c6722e2f3942aeb7ff8faebc3ef5a4?pvs=21),Olmo (https://www.notion.so/Olmo-e266e73304de44659843f19c2192bf9a?pvs=21),San Giacomo Filippo (https://www.notion.so/San-Giacomo-Filippo-4442b9bbbf894587be85a28aa25c1e2c?pvs=21),Ca di Rusca (https://www.notion.so/Ca-di-Rusca-dc195f5bf06c4aa684930a8eac8dc58d?pvs=21),Olmo,2,Ca di Rusca,93,,,,,,,,,,
1951 (https://www.notion.so/1951-19c6722e2f3942aeb7ff8faebc3ef5a4?pvs=21),Olmo (https://www.notion.so/Olmo-e266e73304de44659843f19c2192bf9a?pvs=21),San Giacomo Filippo (https://www.notion.so/San-Giacomo-Filippo-4442b9bbbf894587be85a28aa25c1e2c?pvs=21),La Motta (https://www.notion.so/La-Motta-08b6041769ee412b963eee76ed144522?pvs=21),Olmo,2,Motta d'Olmo,65,,,,,,,,,,
1951 (https://www.notion.so/1951-19c6722e2f3942aeb7ff8faebc3ef5a4?pvs=21),Olmo (https://www.notion.so/Olmo-e266e73304de44659843f19c2192bf9a?pvs=21),San Giacomo Filippo (https://www.notion.so/San-Giacomo-Filippo-4442b9bbbf894587be85a28aa25c1e2c?pvs=21),Olmo (https://www.notion.so/Olmo-6f74852fc0c54fef96da140f7738b8f0?pvs=21),Olmo,1,Olmo,134,,,,,,,,,,
1951 (https://www.notion.so/1951-19c6722e2f3942aeb7ff8faebc3ef5a4?pvs=21),San Bernardo (https://www.notion.so/San-Bernardo-026e9f633635428bae3ee14694a74cd8?pvs=21),San Giacomo Filippo (https://www.notion.so/San-Giacomo-Filippo-4442b9bbbf894587be85a28aa25c1e2c?pvs=21),San Bernardo (https://www.notion.so/San-Bernardo-28dc652fbed44b289167967f4fa7495e?pvs=21),S Bernardo,2,Salina,24,,,,,,,,,,
1951 (https://www.notion.so/1951-19c6722e2f3942aeb7ff8faebc3ef5a4?pvs=21),San Bernardo (https://www.notion.so/San-Bernardo-026e9f633635428bae3ee14694a74cd8?pvs=21),San Giacomo Filippo (https://www.notion.so/San-Giacomo-Filippo-4442b9bbbf894587be85a28aa25c1e2c?pvs=21),San Rocco / Scannabecco (https://www.notion.so/San-Rocco-Scannabecco-b5767a654b824576afb6958321c9d86d?pvs=21),S Bernardo,2,S Rocco / Scannabecco,100,,,,,,,,,,
1951 (https://www.notion.so/1951-19c6722e2f3942aeb7ff8faebc3ef5a4?pvs=21),San Bernardo (https://www.notion.so/San-Bernardo-026e9f633635428bae3ee14694a74cd8?pvs=21),San Giacomo Filippo (https://www.notion.so/San-Giacomo-Filippo-4442b9bbbf894587be85a28aa25c1e2c?pvs=21),San Bernardo (https://www.notion.so/San-Bernardo-28dc652fbed44b289167967f4fa7495e?pvs=21),S Bernardo,2,Martinone,70,,,,,,,,,,
1951 (https://www.notion.so/1951-19c6722e2f3942aeb7ff8faebc3ef5a4?pvs=21),San Bernardo (https://www.notion.so/San-Bernardo-026e9f633635428bae3ee14694a74cd8?pvs=21),San Giacomo Filippo (https://www.notion.so/San-Giacomo-Filippo-4442b9bbbf894587be85a28aa25c1e2c?pvs=21),San Bernardo (https://www.notion.so/San-Bernardo-28dc652fbed44b289167967f4fa7495e?pvs=21),S Bernardo,1,S Bernardo,67,,,,,,,,,,
1951 (https://www.notion.so/1951-19c6722e2f3942aeb7ff8faebc3ef5a4?pvs=21),San Giacomo Filippo (https://www.notion.so/San-Giacomo-Filippo-e18092e4bc0948ceb4db7f57c981a030?pvs=21),San Giacomo Filippo (https://www.notion.so/San-Giacomo-Filippo-4442b9bbbf894587be85a28aa25c1e2c?pvs=21),Dalo (https://www.notion.so/Dalo-34f5655dbb3b42b1b7b70a18d0f99d93?pvs=21),S Giacomo,1,Dalo,55,,,,,,,,,,
1951 (https://www.notion.so/1951-19c6722e2f3942aeb7ff8faebc3ef5a4?pvs=21),,San Giacomo Filippo (https://www.notion.so/San-Giacomo-Filippo-4442b9bbbf894587be85a28aa25c1e2c?pvs=21),,,,,,311,311,114,0.268235294118,0.731764705882,321,885,34,287,
