Comune,Com senza link,Dati demografici 2022 - da rivedere,"Località ",LOC SENZA LINK,2023_sfd+fs/tot viste,2023_sfd/tot viste,2023_fs/tot viste,2023_fd/tot,2023_nr/tot,NR - cons 2023,SFD - cons 2023,FS - cons 2023,FD - cons 2023,Denominazione,2023_up/tot viste,2023_ut / tot viste,"2023_d / tot ",2023_dr/ tot,NP - MOD USO,PF - cons 2023,UP - MOD USO 2023,UT - MOD USO 2023,D - MOD USO 2023,DR - MOD USO 2023,2011_occ / tot,2011-1991_VAR MEDIA pop res,2011_pop res,2011_ab occ,2011_ab non occ,1991_occ / tot,1991_ab occ,1991_ab non occ,1991-1971_VAR MEDIA pop res,1971-1951_VAR MEDIA pop res,1991_pop res,1971_pop res,1951-1921_VAR MEDIA pop res,1921-1901_VAR MEDIA pop res,1901-1881_VAR MEDIA pop res,1881-1861_VAR MEDIA pop res,1951_fr pop tot,1921_fr pop res,1901_ fr pop,1881_fr pop,% 1861 ab occ / tot,1861-1807_VAR MEDIA pop res,"1861_pop res ",1807_Fr_pop res,Grigioni_sottosistemi,Grigioni_giurisdizione,Grigioni_quartieri," Loc_1861_ab non occ"," Loc_1861_ab occ",Loc_1861_n fam," 1991 nuovo","Related to censimento 2011 ","Grigioni - pre ",censimento 2011,"censimento 1971 ","censimento 1951 ","censimento 1921 ","censimento 1901 ",censimento 1881,"censimento 1861 ",censimento 1807
Campodolcino (https://www.notion.so/Campodolcino-588bd69db74f48b5bac1cf06486a603f?pvs=21),Campodolcino,48,"Motta di Sotto / Marcadello (https://www.notion.so/Motta-di-Sotto-Marcadello-f5272861d33c47269c5fb3328fbc1bf5?pvs=21), Alpe Motta (https://www.notion.so/Alpe-Motta-9e4d782b149e4d8dad237e7ecc2cdb64?pvs=21)",Motta di Sotto / Marcadello Alpe Motta,0.833333333333,0.564102564103,0.269230769231,0.115384615385,0,,44,21,9,Motta,0.011904761905,0.654761904762,0.27380952381,0.059523809524,1,4,1,55,23,5,0.046391752577,-0.4,40,18,370,0.102739726027,15,131,0.05,-0.45,48,47,0.6,-0.6,-1.05,0.4,56,38,50,71,0.555555555556,1.166666666667,63,,"Terziere
  di Mezzo",Giurisdizione di Valle,"quartiere
  di Fraciscio",8,10,13,"Motta di Sotto (https://www.notion.so/Motta-di-Sotto-3c7dcad7533048f58cde529f0434f99a?pvs=21), Case sparse_Motta di Sopra (https://www.notion.so/Case-sparse_Motta-di-Sopra-631e56316d7647b08b5a53bc0273b892?pvs=21)","Motta / Motta di Sotto (https://www.notion.so/Motta-Motta-di-Sotto-222dc444507a47f89eb5d04009ae034d?pvs=21), Alpe Motta / Motta di Sopra (https://www.notion.so/Alpe-Motta-Motta-di-Sopra-74e01b287cb8408ca02d25335c3734fa?pvs=21)",Alpe Motta (https://www.notion.so/Alpe-Motta-f665d4a157cc4a18ad9863045a624a7c?pvs=21),,Motta di Sotto (https://www.notion.so/Motta-di-Sotto-c74ddd88e56e47d6afec4bb5a959114d?pvs=21),Motta di Sotto (https://www.notion.so/Motta-di-Sotto-af12671e59424da9972a9473e983c7a8?pvs=21),Motta (https://www.notion.so/Motta-07cb9cba43704624bac14e05468bb068?pvs=21),Motta (https://www.notion.so/Motta-aaa6b934911442a7b1a0ca684fb61932?pvs=21),Motta (https://www.notion.so/Motta-e2e86d4333b2484fab1df696c0000960?pvs=21),Motta (https://www.notion.so/Motta-17ec2595e36949119555368e195e2a92?pvs=21),
Campodolcino (https://www.notion.so/Campodolcino-588bd69db74f48b5bac1cf06486a603f?pvs=21),Campodolcino,240,"Portarezza (https://www.notion.so/Portarezza-5e1019ae64ee487dbcb542e14f2c7510?pvs=21), Servizio di Sotto (https://www.notion.so/Servizio-di-Sotto-bf948bb9889f42d6ac72d94affd15f53?pvs=21), Calvedro (https://www.notion.so/Calvedro-e770984dd29a4fe68ebbbdaf91bfcd4b?pvs=21), Servizio di Sopra (https://www.notion.so/Servizio-di-Sopra-6b98127b4c6d43f2a0a3d073e898ff4f?pvs=21), Alpe Zanone (https://www.notion.so/Alpe-Zanone-0419e175e0cb49dcb3ff86d603d10f74?pvs=21), Motto di Servizio (https://www.notion.so/Motto-di-Servizio-7278d4aa3a7f444e91e1f72a73252b83?pvs=21), Pietra (https://www.notion.so/Pietra-860742dcde46489ab9959bb256d306e2?pvs=21), Prestone (https://www.notion.so/Prestone-eee4523141d6486eba1a6657e4a2b6dc?pvs=21)",Portarezza Servizio di Sotto Calvedro Servizio di Sopra Alpe Zanone Motto di Servizio Pietra Prestone,0.615646258503,0.343537414966,0.272108843537,0.12091503268,0.039215686275,12,101,80,37,Portarezza,0.113821138211,0.284552845528,0.39837398374,0.20325203252,4,76,42,105,147,75,0.215460526316,1.4,305,131,477,0.2849002849,100,251,-3.05,-5.4,277,338,-2.733333333333,2.8,-2.5,2.3,446,528,472,522,0.922222222222,4.796296296296,476,217,"Terziere
  di Mezzo",Giurisdizione di Valle,"quartiere
  di Portarezza,quartiere
  di Campodolcino,quartiere
  di Vho",7,83,93,"Case sparse_Alpe Servizio di sopra (https://www.notion.so/Case-sparse_Alpe-Servizio-di-sopra-f95fb82b556a4587b37588eaad6e2c7d?pvs=21), Case sparse_zona sopra servizio (https://www.notion.so/Case-sparse_zona-sopra-servizio-70aa46537cc84dcaa43279a8b191858b?pvs=21), Pietra (https://www.notion.so/Pietra-b506a5d6464b469ba4838862467a79f5?pvs=21), Prestone (https://www.notion.so/Prestone-b62d16916b2f42dfa215179bd63e9ae2?pvs=21)","case sparse CP_1991_02 (https://www.notion.so/case-sparse-CP_1991_02-91d824b6c4da4ee1a18cbbe6ccec6446?pvs=21), Alpe di Servizio (https://www.notion.so/Alpe-di-Servizio-5feeb103031e400abf207fda7b58cb07?pvs=21), Pietra (https://www.notion.so/Pietra-41a8447c906e471588caa0553eb70b37?pvs=21), Prestone (https://www.notion.so/Prestone-b4be382c720c4d209e85852f139ee82b?pvs=21)","Portarezza (https://www.notion.so/Portarezza-9a221ba5a79b4636afc5d93158239e59?pvs=21), Alpe Servizio di Sotto (https://www.notion.so/Alpe-Servizio-di-Sotto-31216d2a9f4e4dbab19e47d1ba5563db?pvs=21), Pietra (https://www.notion.so/Pietra-f9a33e8ee4d54312993ec0ff385a8034?pvs=21), Prestone (https://www.notion.so/Prestone-d30bea774e844645aed97eaee3e7126d?pvs=21)",,"Pietra (https://www.notion.so/Pietra-6ea291bcb8dc4e879fa63a28260e8c6b?pvs=21), Prestone (https://www.notion.so/Prestone-71a3477e4dd94c619a0668ba9d186484?pvs=21)","Pietra (https://www.notion.so/Pietra-f2861cd56c274b5fa055c82611f334cd?pvs=21), Prestone (https://www.notion.so/Prestone-0293c72e8e5f4f50af637f67bc8d6f3b?pvs=21)","Portarezza (https://www.notion.so/Portarezza-f3a672d9c3d64b4195c75b8c4ce38dc5?pvs=21), Prestone (https://www.notion.so/Prestone-a268c7c552ce40e2ae124667c85eb2ad?pvs=21), Pietra (https://www.notion.so/Pietra-928e2d1c2e584ff4b44426476f9725d3?pvs=21)","Portarezza (https://www.notion.so/Portarezza-17f69d4cf5464386970c9d604709f946?pvs=21), Prestone (https://www.notion.so/Prestone-073d3693e18143c1bff5322785d855cf?pvs=21), Pietra (https://www.notion.so/Pietra-875edf0cdeaf4b4d8980861ac5123e9e?pvs=21)","Portarezza (https://www.notion.so/Portarezza-b946722934514b5eaa0076c59ee10d67?pvs=21), Pietra (https://www.notion.so/Pietra-6ff040354bb04571a197b8a7d2109e9e?pvs=21), Prestone (https://www.notion.so/Prestone-8154e40783aa4902b6f23d7c8c7106d9?pvs=21)","Portarezza (https://www.notion.so/Portarezza-ac29761fd2ad478787e9fc4b7189b8c8?pvs=21), Pietra (https://www.notion.so/Pietra-2bc153826363462abbc72979efa506ca?pvs=21), Prestone (https://www.notion.so/Prestone-16d3a2872f5d4365bc8e919eb640afff?pvs=21)",Portarezza (https://www.notion.so/Portarezza-99694c8d3f444387a926a80fe4be6f7e?pvs=21)
Campodolcino (https://www.notion.so/Campodolcino-588bd69db74f48b5bac1cf06486a603f?pvs=21),Campodolcino,4,"Starleggia (https://www.notion.so/Starleggia-4bcaf289dbc64efea01a78f87a24755e?pvs=21), Ca di Lucc (https://www.notion.so/Ca-di-Lucc-a5f8f9a632e74d1d865ebdc5c5317937?pvs=21), San Sisto (https://www.notion.so/San-Sisto-67aa183c4fce46d0a47deb705e1af2e3?pvs=21), Splughetta (https://www.notion.so/Splughetta-ea499769ee4b47b89d7cc7089c741379?pvs=21), Alpe Toiana (https://www.notion.so/Alpe-Toiana-d7813d0e68644f72930c364c1819dabb?pvs=21), Alpe Zoccana (https://www.notion.so/Alpe-Zoccana-895b331cfe3f4b699fd6b0c35932498d?pvs=21), Alpe Bocci (https://www.notion.so/Alpe-Bocci-0b20ce1e70574573a9cc1c9f005f0265?pvs=21), Alpe Fornat (https://www.notion.so/Alpe-Fornat-3ac0edf52b2e4563948728dda8fd2bd4?pvs=21), Alpe Gusone (https://www.notion.so/Alpe-Gusone-5095d1a9854746aaba48e467db56343d?pvs=21), Alpe Morone (https://www.notion.so/Alpe-Morone-8258b79c5d634c1391dec51ab1db2ee5?pvs=21), Alpe Ca Togni / Bondioo (https://www.notion.so/Alpe-Ca-Togni-Bondioo-104bb5d0e6874f839c39d26d47e8b337?pvs=21), Alpe Cort Sora (https://www.notion.so/Alpe-Cort-Sora-1e6904a31e0e46ceafad4eda22535293?pvs=21), case sparse Starleggia_1981 (https://www.notion.so/case-sparse-Starleggia_1981-d5cc89733174412c8680f95731a0aa92?pvs=21), Sasso Marcio (https://www.notion.so/Sasso-Marcio-1197c49d99b180ae95daf2f2e2aa4831?pvs=21)",Starleggia Ca di Lucc San Sisto Splughetta Alpe Toiana Alpe Zoccana Alpe Bocci Alpe Fornat Alpe Gusone Alpe Morone Alpe Ca Togni / Bondioo Alpe Cort Sora case sparse Starleggia_1981 Sasso Marcio,0.66592920354,0.320796460177,0.345132743363,0.126849894292,0.044397463002,21,145,156,60,Starleggia,0,0.402985074627,0.438432835821,0.158582089552,29,91,,216,235,85,0.024390243902,-0.65,11,9,360,0.046218487395,11,227,-11.6,-4.2,24,256,1.266666666667,1.55,0.65,4.2,340,302,271,258,0.466666666667,0.018518518519,174,173,"Terziere
  di Mezzo",Giurisdizione di Valle,"quartiere
  di Starleggia",32,28,33,"Starleggia (https://www.notion.so/Starleggia-9e5dda140c5b43b9ba0c04cec9c8128f?pvs=21), Ca de Luc (https://www.notion.so/Ca-de-Luc-d77c7e0506ad4d9387f86d75b383f4d2?pvs=21), Splughetta (https://www.notion.so/Splughetta-be661feb5f44434aab2fcd35bffdf192?pvs=21), S.Sisto (https://www.notion.so/S-Sisto-d5aa60f8576c4801aadb83bdc34b56d9?pvs=21), Case sparse_Alpe Bocci (https://www.notion.so/Case-sparse_Alpe-Bocci-92206f31e2584b9589f65f8e7ecd3dcc?pvs=21), Morone (https://www.notion.so/Morone-beb0c505a1634c1e885e0a5e565e0fa4?pvs=21), Case sparse_Alpe Cort Sora (https://www.notion.so/Case-sparse_Alpe-Cort-Sora-1f2a36a8965d4ba1a30ae27cd9bd0f78?pvs=21), Gusone (https://www.notion.so/Gusone-8473c912ff984da3afd7f6ce1e2bc7a3?pvs=21), Fornat (https://www.notion.so/Fornat-815e1600ff73461caf81efca92691341?pvs=21), Case sparse_Alpe Toiana (https://www.notion.so/Case-sparse_Alpe-Toiana-dec696c2648f4257a9b55021239d1fbf?pvs=21), Case sparse_Alpe Zoccana (https://www.notion.so/Case-sparse_Alpe-Zoccana-85f4036b02364e7b929a9babeffbc71e?pvs=21)","Splughetta (https://www.notion.so/Splughetta-3730637f166a4693bb246c7104ec9792?pvs=21), Starleggia (https://www.notion.so/Starleggia-68f63ea5d76047468d39298aebd090cc?pvs=21), Ca di Lucc (https://www.notion.so/Ca-di-Lucc-acc40756b9e44ba9a29a849b349a6384?pvs=21), S Sisto (https://www.notion.so/S-Sisto-75f44148bb5c4f60a9dbc67ae701f86b?pvs=21), Alpe Morone (https://www.notion.so/Alpe-Morone-997e48ad65c04fecb9b774c9c3c15ca2?pvs=21), Alpe Gusone (https://www.notion.so/Alpe-Gusone-d2f4387e15664b6a8fa4d953bd4d0172?pvs=21), Alpe Fornat (https://www.notion.so/Alpe-Fornat-f204c849d15b4ff99d19217b7889ffd8?pvs=21)","Splughetta (https://www.notion.so/Splughetta-1d60d62c53cc4e47a9e35a527b382750?pvs=21), San Sisto (https://www.notion.so/San-Sisto-9c097482a4e844b091ec7b737e77835e?pvs=21), Starleggia (https://www.notion.so/Starleggia-dcb1aa24aab440b5ae47106c67e620af?pvs=21), Alpe Toiana (https://www.notion.so/Alpe-Toiana-8a569da5c56e428292ec35775a0da838?pvs=21), Alpe Zoccana (https://www.notion.so/Alpe-Zoccana-bc78bb8e80404f2ca98facc243bc0d22?pvs=21), Alpe Gusone (https://www.notion.so/Alpe-Gusone-d913f889c0e3461ab566d08db1bfd3ae?pvs=21), Alpe Morone (https://www.notion.so/Alpe-Morone-e9af0ea0fc19467aa1058bcc332d626a?pvs=21)",,"Splughetta (https://www.notion.so/Splughetta-4a7941db6b4148e0b5e9a69ddcc821ca?pvs=21), Ca de Luc (https://www.notion.so/Ca-de-Luc-78e82c4358dc4875b74ae1f1a81ad748?pvs=21), Starleggia (https://www.notion.so/Starleggia-efd2bbd3194844a3b6761aa92b2cb80d?pvs=21)","Starleggia (https://www.notion.so/Starleggia-0c98c3dc8e3f454faab4caeb62c6631c?pvs=21), Ca de Luc (https://www.notion.so/Ca-de-Luc-6387312d972b4fc38ed103f1f3b70671?pvs=21), Splughetta (https://www.notion.so/Splughetta-f87da7275a564796af68deb61a36c1df?pvs=21)",Starleggia (https://www.notion.so/Starleggia-7c8c2c5168aa4dfba45c7b297903ffce?pvs=21),Starleggia (https://www.notion.so/Starleggia-d43a03a158cd4acfb927ae788fe8ed82?pvs=21),Starleggia (https://www.notion.so/Starleggia-532a0f59119e411fb6f2d2fbacd66556?pvs=21),"Starleggia inferiore (https://www.notion.so/Starleggia-inferiore-8082674f2ad24cdc992f24ede94f7bda?pvs=21), Speluga / Splughetta (https://www.notion.so/Speluga-Splughetta-887f0c10c2574afd8b6c5921362d44c7?pvs=21), Starleggia superiore / S Sisto (https://www.notion.so/Starleggia-superiore-S-Sisto-83599c5a776348ae85dbb16c77089301?pvs=21)",Starleggia inferiore (https://www.notion.so/Starleggia-inferiore-cf93b49e9a4349c0aac6db71b09602cb?pvs=21)
Campodolcino (https://www.notion.so/Campodolcino-588bd69db74f48b5bac1cf06486a603f?pvs=21),Campodolcino,152,"Fraciscio (https://www.notion.so/Fraciscio-592929440fdd42e6a321f27ae9826033?pvs=21), Angeloga (https://www.notion.so/Angeloga-cb025a931cc740f3825aad20e06f9a6a?pvs=21), Alpe Soste / Soste (https://www.notion.so/Alpe-Soste-Soste-6829a798683f49afb891030901bf5d5e?pvs=21), Alpe Foppe (https://www.notion.so/Alpe-Foppe-d60f8b92bf0d4b34875fd1b3e7b3e9bf?pvs=21), Pianelli (https://www.notion.so/Pianelli-581a8745747f4c22b2cf907ac7f6a4b8?pvs=21), Monte - Monte Avo (https://www.notion.so/Monte-Monte-Avo-a3e8a82f1ce942aa8c390a47b30e272f?pvs=21)",Fraciscio Angeloga Alpe Soste / Soste Alpe Foppe Pianelli Monte - Monte Avo,0.799107142857,0.513392857143,0.285714285714,0.053497942387,0.078189300412,19,115,64,13,Fraciscio,0.022304832714,0.576208178439,0.256505576208,0.144981412639,5,32,6,155,69,39,0.151639344262,-0.05,163,74,414,0.179401993355,54,247,-2,-2.1,164,204,-0.133333333333,-0.45,-1.55,2.25,246,250,259,290,0.867924528302,1.944444444444,245,140,"Terziere
  di Mezzo",Giurisdizione di Valle,"quartiere
  di Fraciscio",7,46,56,"Fraciscio (https://www.notion.so/Fraciscio-c57fc96ea8e94a0fa2800664a9a5bf5c?pvs=21), Case sparse_zona fraciscio (https://www.notion.so/Case-sparse_zona-fraciscio-c1cb1b1546c945518a9ae33eecb891c3?pvs=21)","Fraciscio (https://www.notion.so/Fraciscio-9acfd57a451643179794846518d5e44a?pvs=21), case sparse CP_1991_03 (https://www.notion.so/case-sparse-CP_1991_03-1cfa2df98c6d49d99ca33497d0a48eea?pvs=21)","Fraciscio (https://www.notion.so/Fraciscio-3b60b2089ff143a0b28cc7bc69d91bef?pvs=21), Angeloga (https://www.notion.so/Angeloga-9a576d131d184fc3899cbca7ba8202d2?pvs=21)",,Fraciscio (https://www.notion.so/Fraciscio-7a4798a197104f6da8beb5b016e143bc?pvs=21),Fraciscio (https://www.notion.so/Fraciscio-540450cbd9ca44f8ad3fd90e334012aa?pvs=21),Fraciscio (https://www.notion.so/Fraciscio-fb43652116184546815d1b16bb54bfba?pvs=21),Fraciscio (https://www.notion.so/Fraciscio-ebbb3f89692047498f49930701fb0da1?pvs=21),Fraciscio (https://www.notion.so/Fraciscio-7789e159246444d596e26e6bde661461?pvs=21),Fraciscio (https://www.notion.so/Fraciscio-edc45fe271834e6297e8a9391ba8ac87?pvs=21),Fraciscio (https://www.notion.so/Fraciscio-6f5ed515fc8a47fb95dd200e197a81b4?pvs=21)
Campodolcino (https://www.notion.so/Campodolcino-588bd69db74f48b5bac1cf06486a603f?pvs=21),Campodolcino,485,"Campodolcino (https://www.notion.so/Campodolcino-e3ee37c7c7da48e09f77f9ba6472db9a?pvs=21), Bondeno di Dentro / Bondeno (https://www.notion.so/Bondeno-di-Dentro-Bondeno-7fb264d7b76147c2919a52c8814b204e?pvs=21), Gualdera (https://www.notion.so/Gualdera-704a93a7e90440baaece96f08014dd76?pvs=21), Alpe Mottala (https://www.notion.so/Alpe-Mottala-6aaf46b7510e403699c81bcf0ce87bee?pvs=21), La Palù (https://www.notion.so/La-Pal-d0f7d8bc99d44e7983d63abe208ecc30?pvs=21), Alpe Calcagnolo (https://www.notion.so/Alpe-Calcagnolo-b575fe309790402ca231c24881ca0105?pvs=21), Chiesa e casa parrocchiale_1861 (https://www.notion.so/Chiesa-e-casa-parrocchiale_1861-417be54d22bd42d5a94aa02adbdc01fc?pvs=21), Alpe Fontana / Fontana (https://www.notion.so/Alpe-Fontana-Fontana-1db4ffc8d9f24a20996ac766b3b70d39?pvs=21), Pian di Lanzo (https://www.notion.so/Pian-di-Lanzo-f424a9999ac84ba9a4bd60032ee121c3?pvs=21)",Campodolcino Bondeno di Dentro / Bondeno Gualdera Alpe Mottala La Palù Alpe Calcagnolo Chiesa e casa parrocchiale_1861 Alpe Fontana / Fontana Pian di Lanzo,0.769423558897,0.533834586466,0.235588972431,0.138888888889,0.076388888889,33,213,94,60,Campodolcino,0.16393442623,0.444964871194,0.313817330211,0.077283372365,10,32,70,190,134,33,0.139814309121,-3.85,518,256,1575,0.184210526316,217,961,-6.75,7.25,595,730,-0.333333333333,6.75,-8.1,6.95,585,595,460,622,0.676470588235,0.388888888889,483,462,"Terziere
  di Mezzo",Giurisdizione di Valle,"quartiere
  di Campodolcino",44,92,121,"Campodolcino (https://www.notion.so/Campodolcino-a442b0ed811541428741f1efeae51940?pvs=21), Case sparse_zona centrale (https://www.notion.so/Case-sparse_zona-centrale-576821c4b9a44ef4bac60f60fa087113?pvs=21), Mottala (https://www.notion.so/Mottala-c531d9bdb2e24820bc809271fb75bbd9?pvs=21), Gualdera (https://www.notion.so/Gualdera-e1dada2869f84cda945dcbbbf5d7d8a9?pvs=21), Bondeno (https://www.notion.so/Bondeno-daf2c5f967454b23b98c9bd859e1d75b?pvs=21)","Campodolcino (https://www.notion.so/Campodolcino-3a1ede302402442b9e3e18a2c7e153f6?pvs=21), Untitled (https://www.notion.so/760c221d58124872aae05cc82a0834b6?pvs=21), Untitled (https://www.notion.so/5f18d52cbdd14ef39b2d17e559f665c0?pvs=21), Untitled (https://www.notion.so/022d68e0618d40b184e1d3a697f1a56a?pvs=21), Untitled (https://www.notion.so/264793a2bfc2494d98a4007296e76bee?pvs=21), Untitled (https://www.notion.so/0ad8ee3a7c4945f1b8b744f77ca0bccb?pvs=21), Untitled (https://www.notion.so/e0f50e09606749798aa52f58abe9a09f?pvs=21), Untitled (https://www.notion.so/0f686acc480f484ca1a94f1334627bd8?pvs=21), Alpe Mottala (https://www.notion.so/Alpe-Mottala-687797c4086445b4b41eaec5e0fbd92a?pvs=21), Bondeno di Fuori (https://www.notion.so/Bondeno-di-Fuori-37bafeb3fc534b9896a11d3a822a0c41?pvs=21), Gualdera (https://www.notion.so/Gualdera-8468843ef4a041b29af8d8cc05e42d99?pvs=21)","Tini (https://www.notion.so/Tini-1e9a9aca71f645bdb2f5d71ceef8fe77?pvs=21), Pratomerlano / Pratomerlano - ND (https://www.notion.so/Pratomerlano-Pratomerlano-ND-8bbdddbb7aa64ad9b9671ec99a2a2a9b?pvs=21), Acero (https://www.notion.so/Acero-cb0b16b5a6e946eead85987d2feb0fce?pvs=21), Alla Rabbiosa (https://www.notion.so/Alla-Rabbiosa-d39d4601449e4909b704913e2b7e7182?pvs=21), Campodolcino (https://www.notion.so/Campodolcino-eb991849fd244e00afa2350daccbbed1?pvs=21), Alpe Gualdera (https://www.notion.so/Alpe-Gualdera-046c1555beb94eb3b8d871a47672fd97?pvs=21), Alpe Mottala (https://www.notion.so/Alpe-Mottala-053b191dd16f469dbe704e71dee9aa87?pvs=21)",,"Campodolcino (https://www.notion.so/Campodolcino-21c7bb69601442da817e4a11d6959ffe?pvs=21), case sparse (https://www.notion.so/case-sparse-6f862ca06ed743279e2dec3ccead4766?pvs=21)","Campodolcino (https://www.notion.so/Campodolcino-92604d7cda914542bbd46abb80605f46?pvs=21), case sparse (https://www.notion.so/case-sparse-e5239ae2554647c0b8c4609c4015d0a8?pvs=21)","Corti (https://www.notion.so/Corti-84b3ef9884994701b26a7c682b968b26?pvs=21), Tini (https://www.notion.so/Tini-b19f7d4b491f4a53a14c2d4a857df936?pvs=21)","Asee (https://www.notion.so/Asee-3eaa0b7e31934127b7275db2756c3c24?pvs=21), Corti (https://www.notion.so/Corti-61fdc8dac8cf48cc945b5b5b1844ec3a?pvs=21), Tini (https://www.notion.so/Tini-6d163a6c716b4332b389c1f72dcd0ac6?pvs=21)","Asee / Acero (https://www.notion.so/Asee-Acero-7a7879c9f422422c86cd78fec70e8ff0?pvs=21), Corti (https://www.notion.so/Corti-48b1141fc50640dc9dc8c060c29bdf21?pvs=21), Tini (https://www.notion.so/Tini-d5f8e1278240409c8354607dfadacf43?pvs=21)","Corti (https://www.notion.so/Corti-b140e91c8b774ae7a16743d7aabab1a1?pvs=21), Asee / Acero (https://www.notion.so/Asee-Acero-07a73577058943b2b71ab9b8307f1e4b?pvs=21), Carini / Case Carini (https://www.notion.so/Carini-Case-Carini-25990e91c8ac4a7dad77d9a373484594?pvs=21), Chiesa e casa parrocchiale (https://www.notion.so/Chiesa-e-casa-parrocchiale-83fe6f366a204847b9afc77c0fdddb2f?pvs=21), Fontana (https://www.notion.so/Fontana-536516534f684ceea4eda0bde4fe089d?pvs=21), Tini (https://www.notion.so/Tini-1eb9d720b69448f584e3a05a2f393298?pvs=21), case sparse Campodolcino (https://www.notion.so/case-sparse-Campodolcino-4254277aec4349b3a6983fb3d278f7db?pvs=21)",Campodolcino (https://www.notion.so/Campodolcino-5e51c4585dcc433db28ea00719c8b01b?pvs=21)
