Comuni,Sottosistema,Denominazione,COD LOC,res 2022,1853easy-2023-mu,Rollup,Rollup 1,Rollup 2,"Grigioni - pre ",INFO RECUPERATE - NOTE,note su sopralluogo,Rollup_1861_ab nn occ,Rollup_1861_ab occ,Desc MOD USO - 2023,SOTTOSISTEMA SENZA LINK (1),COMUNE SENZA LINK,Desc CONS - PF,Desc CONS - FD,Desc CONS - FS,Desc CONS - SFD,Desc CONS - 2023,Desc MOD USO - NR,Desc MOD USO - NP,Desc MOD USO - DR,Desc MOD USO - D,Desc MOD USO - UT,Desc MOD USO - UP,Desc DEST USO - 2023,1853DU-2023DU-MU,1988 - ED,1853 tipo ed,slm min\max,Accessibilità principale,1988 - accessibilità,SERV 1988,VIAB INTERNA,tipo storica,1807 ed tot,2011-POP RES,2011-FAM,2011-% CASE NON OCC\TOT,1991-POP RES,1991-FAM,1991-% CASE NON \TOT,Rollup - 1988 conservazione (1),Rollup - 1988 uso originario\attuale,Rollup_loc pop res 1971,Rollup_loc pop res 1951,Rollup_1861_pop res,Rollup_1861_n fam,VINCOLI,TOT ED 2023 - (NR+NP+DR),2023 TOT DISUSO\TOT VISTO,% 2023 SFD+FS / TOT,Reti servizi presenti,"1853 - dest uso ed ",Rollup - MU-MU-SC,Viabilità interna,1988 - ed multi,1988 - ed civili,"1988 - ed rurali ",1988 - ed ruderi,Desc DEST USO - RES,Desc DEST USO - a prod,Desc DEST USO - com,Desc DEST USO - servizio,Desc CONS - NR,GRIGIONI PRE NOME,Descrizione morfologica,1988 - GIACI E SOLEGG,Descrizione tipologica,1988 - tipologia DA RIV,"PROVA MU ",Rollup - tipologia edifici,Rollup - stato di utilizzo attuale,Rollup - conservazione tot,2011-CASE NON OCC,2011-CASE OCC,"censimento 1807 ","censimento 1861 ","censimento 1951 ","censimento 1971 ","NUOVO 1991 "," loc 2011",1988 tot ed (no ruderi),Rollup - 1807,geolocalizzazione,mappa: inquadramento geografico territoriale,mappa: fattori di rischio e forme di tutela\difesa esistenti,RELATION EDIFICI,"Altra denominazione (toponimi) - in realtà nomi da tabelle censimento dovrebbero essere messe ","1988 - NAF ","mappa: composizione funzionale, modalità d'uso e stato di conservazione globale edifici località",mappa: destinazione d'uso e stato di conservazione costruito,mappa: stratificazione assetti storici,"dati mancanti da tab - sgf "
San Giacomo Filippo (https://www.notion.so/San-Giacomo-Filippo-4442b9bbbf894587be85a28aa25c1e2c?pvs=21),Lirone/Gallivaggio (https://www.notion.so/Lirone-Gallivaggio-74919d941e124f1b93ad293980a67d4f?pvs=21),Lirone,1,16,"-Res-UP,-A Prod-D,-Res-UT,-nd-NR,-Res-UP,-A Prod-D,CC-Multi-UP,LT-A Prod-DR,CANTINA-A Prod-D,-A Prod-UT,-A Prod-DR,-A Prod-D,-A Prod-D,-nd-D,-nd-NR,-A Prod-UP,-A Prod-D,-A Prod-D,-nd-NR,-Multi-UT,-Res-UP,-Res-UT,-nd-UT,-A Prod-UT,SF-Multi-D,-A Prod-D,-Res-UT,MULINO-A Prod-D,-nd-UT,CC-Res-UT,CC-Multi-UT,CC-nd-NR,CC-Res-UP,CC-Multi-D,CC-nd-NR,CC-A Prod-D,SF-A Prod-D,-Res-D,CC-Res-UP,CC-Multi-UT,-Multi-D,-Multi-D,CC-Res-UT,LT-Res-D,CC-Multi-D,CC-Res-UT,-Res-D,CASA-Res-UT,-Res-UT,CC-Res-UT,CASA-Res-UT,NP-Res-UT,LT-A Prod-D,-A Prod-D,CC-A Prod-D,CC-A Prod-D,-A Prod-D,LT-servizio-UT,-Res-UT,-A Prod-D,-Res-UT,-Res-UT,-Res-UP,-A Prod-UT,-nd-NR,CC-Res-UP,CC-Res-UT,-nd-NR,SF-nd-NR,-nd-NR,CC-Res-UT,-Res-UP,SF-nd-NR,LT-nd-NR","quartiere
  di Lirone",Lirone,,Lirone (https://www.notion.so/Lirone-2f95459dfa5446dc9dd1b8daecc620d0?pvs=21),"esempio casa in Pracchi Nangeroni; osteria da Giovanoli [700] da NAF: terrazze lobia + affreschi

fontana, panche, passaggi coperti, spazi pubblici per la sosta",,,,"UP: 10
UT: 25
DR: 2
D: 28
NR: 11",Lirone/Gallivaggio,San Giacomo Filippo,2,39,20,12,"FD: 39
FS: 20
SFD: 12
PF: 2
NR: 13
NP: 0",11,0,2,28,25,10,"Res: 0
A Prod: 0
Multi: 0
Com: 0","CASA-Res-UT: 2
CC-Res-UP: 3
CC-Res-UT: 6
CC-A Prod-D: 3
CC-Multi-UP: 1
CC-Multi-UT: 2
CC-Multi-D: 2
CC-nd-NR: 2
SF-A Prod-D: 1
SF-Multi-D: 1
SF-nd-NR: 2
LT-Res-D: 1
LT-A Prod-D: 2
LT-A Prod-DR: 1
LT-servizio-UT: 1
LT-nd-NR: 1
-Res-UP: 8
-Res-UT: 16
-Res-D: 3
-A Prod-UP: 1
-A Prod-UT: 3
-A Prod-D: 19
-A Prod-DR: 2
-Multi-UP: 1
-Multi-UT: 3
-Multi-D: 5
-servizio-UT: 1
NP-Res-UT: 1","ED NON RUDERI: 59
ed civili: 34
ed multi: 4
ed rurali: 21
PF: 4","CC: 19
SF: 4
LT: 5
CASOLARE: 0
CASA: 2
STALLA: 0
FIENILE: 0
CASA PARRO: 0
CANTINA: 1
MULINO: 1
VERDE: 0",852,strada asfaltata,strada asfaltata,"BT,ILL,RE,RI,RT,TP","pedonale / terra
  battuta, piode o acciottolato",,"IN PARTE SI: 12
SI: 22",21,13,0.771929824561,29,13,0.723404255319,DC NC,PP,58,76,,,"I2,LOCALE,I4,LOCALE,I3,LOCALE",63,0.461538461538,0.438356164384,,"CC,LT,CANTINA,SF,MULINO,CC,CC,CC,CC,CC,CC,CC,SF,CC,CC,CC,LT,CC,CC,CASA,CC,CASA,NP,LT,CC,CC,LT,CC,CC,SF,CC,SF,LT","Res-UP-SFD,A Prod-D-FS,Res-UT-SFD,nd-NR-NR,Res-UP-FS,A Prod-D-FD,Multi-UP-FS,A Prod-DR-PF,A Prod-UT-FD,nd-D-FD,A Prod-UP-SFD,Multi-UT-SFD,Res-UP-FD,Res-UT-FD,nd-UT-FS,A Prod-UT-FS,Multi-D-FD,nd-UT-SFD,Multi-UT-FD,Multi-D-FS,Res-D-FD,Res-UT-FS,servizio-UT-FS,Res-UP-NR,Res-UT-NR",,4,34,21,4,0,0,0,0,13,Lirone,,"in pendenza
  fondovalle / medio",,accentrato,"Res-UP-SFD: 1
Res-UP-FS: 1
Res-UP-FD: 1
Res-UT-SFD: 1
Res-UT-FS: 1
Res-UT-FD: 1
Res-D-FS: 0
Res-D-FD: 1
A Prod-UT-SFD: 0
A Prod-UT-FS: 1
A Prod-UT-FD: 1
A Prod-D-FS: 1
A Prod-D-FD: 1
A Prod-DR-PF: 1
Multi-UP-SFD: 0
Multi-UP-FS: 1
Multi-UP-FD: 0
Multi-UT-SFD: 1
Multi-UT-FS: 0
Multi-UT-FD: 1
Multi-D-FS: 1
Multi-D-FD: 1
NR-NR: 1",,"UP,D,UT,NR,UP,D,UP,DR,D,UT,DR,D,D,D,NR,UP,D,D,NR,UT,UP,UT,UT,UT,D,D,UT,D,UT,UT,UT,NR,UP,D,NR,D,D,D,UP,UT,D,D,UT,D,D,UT,D,UT,UT,UT,UT,UT,D,D,D,D,D,UT,UT,D,UT,UT,UP,UT,NR,UP,UT,NR,NR,NR,UT,UP,NR,NR","SFD,FS,SFD,NR,FS,FD,FS,PF,FS,FD,PF,FD,FD,FD,NR,SFD,FD,FD,NR,SFD,FD,FD,FS,FS,FD,FD,SFD,FD,SFD,SFD,FD,NR,SFD,FS,NR,FD,FD,FD,SFD,SFD,FD,FD,FS,FD,FD,FS,FD,SFD,FS,FS,FS,FS,FD,FS,FD,FD,FD,FS,FS,FD,FD,FS,FS,FS,NR,NR,NR,NR,NR,NR,FS,SFD,NR,NR",44,13,Lirone (https://www.notion.so/Lirone-20e8e9c1eff349098fb594f8057a937f?pvs=21),,Lirone (https://www.notion.so/Lirone-dd60219337e8411e869cf2b0c7d9ece6?pvs=21),Lirone (https://www.notion.so/Lirone-d04830e927cc4270b5db9adebf56bdaa?pvs=21),Lirone (https://www.notion.so/Lirone-2bbf0784a4e44cbe8f13fee1229f69d0?pvs=21),Lirone (https://www.notion.so/Lirone-dce1d04015644ded83f32ace5649dea2?pvs=21),59,"NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,IN PARTE SI,NO,NO,IN PARTE SI,NO,IN PARTE SI,IN PARTE SI,SI,SI,NO,NO,NO,NO,IN PARTE SI,SI,SI,NO,NO,SI,NO,NO,NO,NO,IN PARTE SI,NO,IN PARTE SI,SI,IN PARTE SI,SI,NO,SI,SI,NO,IN PARTE SI,NO,NO,NO,NO,NO,NO,IN PARTE SI,SI,NO,NO,IN PARTE SI,IN PARTE SI,NO,NO",,,,"7_232 (https://www.notion.so/7_232-52342daceaaf427dbad0d4465da37097?pvs=21), 7_258 (https://www.notion.so/7_258-fd7de22eb71548f69dcbe955d36b5dd1?pvs=21), 7_260 (https://www.notion.so/7_260-0253483200324f51aa03053e006dde7e?pvs=21), 7_263 (https://www.notion.so/7_263-37a10e4a95574bb495daccbabab420dc?pvs=21), 7_264 (https://www.notion.so/7_264-2634efe2a61c4bc6bdb7b6682440e5b5?pvs=21), 7_267 (https://www.notion.so/7_267-3277fcf194d94c6194431a95f6535081?pvs=21), 7_272 (https://www.notion.so/7_272-b8918bb6b7e44137a353675b0a0eb9b5?pvs=21), 7_275 (https://www.notion.so/7_275-e9d1fca7745f457eb47c7ac63e1f1c8d?pvs=21), 7_278 (https://www.notion.so/7_278-005e841cc80f4c859672c168bbc4c89d?pvs=21), 7_313 (https://www.notion.so/7_313-3acd067320b0499baccafd019a04e391?pvs=21), 7_277 (https://www.notion.so/7_277-872bcc3f6bc1437eb0398fbcdda320a6?pvs=21), 7_314 (https://www.notion.so/7_314-a468ed6bf1124d4d96e6bdc00380a229?pvs=21), 7_315 (https://www.notion.so/7_315-c9f1d7ce95f4496c9884f1db823bc471?pvs=21), 7_316 (https://www.notion.so/7_316-5d718206e2564ff28a0fefa7d6f877f2?pvs=21), 7_317 (https://www.notion.so/7_317-337c83b85bd34aab9b2dfd9b58c95ffc?pvs=21), 7_318 (https://www.notion.so/7_318-fd41a6fac10f4b11b242f92ca1ca39b8?pvs=21), 7_319 (https://www.notion.so/7_319-92b6fcd445d746f988e96099c93b7d45?pvs=21), 7_320 (https://www.notion.so/7_320-0415e667057f4ee8bc149fd8a482d24d?pvs=21), 7_322 (https://www.notion.so/7_322-711c69d0954d4374a67ec6e0453b7ce1?pvs=21), 7_325 (https://www.notion.so/7_325-b0f829af5daa4d0dabea91f4d18d9338?pvs=21), 7_326 (https://www.notion.so/7_326-1ea2ec5de65b4b4e9d04ed3a4c7a24e3?pvs=21), 7_327 (https://www.notion.so/7_327-f45eec62311b418095cc144aa6b76abd?pvs=21), 7_329 (https://www.notion.so/7_329-a263373fda94449bac314d79fdfe2272?pvs=21), 7_330 (https://www.notion.so/7_330-aad5bf788e24414a99a1342a3e3bbaed?pvs=21), 7_331 (https://www.notion.so/7_331-e1cde6a09911433fb5779393e613481e?pvs=21), 7_333 (https://www.notion.so/7_333-c35b113591924f88b118a708e1d21eef?pvs=21), 7_335 (https://www.notion.so/7_335-8cbd26f5156947a599077a9994f59861?pvs=21), 7_351 (https://www.notion.so/7_351-63e3f2c44b0f48ef908d59386e78f3c0?pvs=21), 7_352 (https://www.notion.so/7_352-1f7565304e0f4d988f5426e391054d7f?pvs=21), 7_354 (https://www.notion.so/7_354-461aae3dea15423197df5294709b1c7b?pvs=21), 7_357 (https://www.notion.so/7_357-bf99a36a37394b1b8b3c740a7d41ec42?pvs=21), 7_359 (https://www.notion.so/7_359-cfea927c55b74d3f9c0f49dc2fde6fdd?pvs=21), 7_360 (https://www.notion.so/7_360-0f6da7db3e89441cb33d927b6a29ad5e?pvs=21), 7_361 (https://www.notion.so/7_361-8dac234837aa4e1c8ba065ce8d25ebee?pvs=21), 7_362 (https://www.notion.so/7_362-c09466456f7446ec97a43ca610139e9c?pvs=21), 7_365 (https://www.notion.so/7_365-fdf5b908826546038aa26e0c75a2b16b?pvs=21), 7_367 (https://www.notion.so/7_367-2e7985c1d164449fae85ae7e39355b6a?pvs=21), 7_368 (https://www.notion.so/7_368-4992f2677b2e4997b7d783a94d3a4fae?pvs=21), 7_369 (https://www.notion.so/7_369-80bf03faf9f0458c9b924f8b80e69863?pvs=21), 7_370 (https://www.notion.so/7_370-7720163bcbc14ddd88310b2bf4e6cab3?pvs=21), 7_372 (https://www.notion.so/7_372-6b4517f523de47dc9c2b038d89f1c1d2?pvs=21), 7_373 (https://www.notion.so/7_373-2c15fe5e61344ed5acd2555e1e5bea76?pvs=21), 7_374 (https://www.notion.so/7_374-5f252d7a451648af8db3a205c1d93ef5?pvs=21), 7_376 (https://www.notion.so/7_376-53ad4c6702ff4764ae1a62d8aa19fb40?pvs=21), 7_377 (https://www.notion.so/7_377-2f741be82f194391805a31e10d392d33?pvs=21), 7_378 (https://www.notion.so/7_378-f1a56bfe30d947efa534a8b550e74920?pvs=21), 7_379 (https://www.notion.so/7_379-ff7fc4c8e3a04c92a8fd2267725385f0?pvs=21), 7_380 (https://www.notion.so/7_380-f6d14476009f43e28d31dcadd18e9044?pvs=21), 7_382 (https://www.notion.so/7_382-0c74be9f01f14b0aa67dfcc6f986a494?pvs=21), 7_383 (https://www.notion.so/7_383-1e30b719bae140848f5e50ccf5f217d1?pvs=21), 7_385 (https://www.notion.so/7_385-bd5c5ef1be9d47b690537aebcb21cb19?pvs=21), 7_387 (https://www.notion.so/7_387-660a36131cc6421eba6b5a8d7a99526d?pvs=21), 7_392 (https://www.notion.so/7_392-7e73354db130489ca9d59f41d122247b?pvs=21), 7_393 (https://www.notion.so/7_393-ea21e114fc234918a8e012fb12eae484?pvs=21), 7_409 (https://www.notion.so/7_409-80dbf824825c475f9c76f5bb9122f487?pvs=21), 7_410 (https://www.notion.so/7_410-72d3f2c0717d4bcfa1cb140e7d9dd3cb?pvs=21), 7_412 (https://www.notion.so/7_412-972f5669f0d445c9b1ccebb28323c4f5?pvs=21), 7_415 (https://www.notion.so/7_415-ffe620d7b1a146d5b63742afa8099e65?pvs=21), 7_427 (https://www.notion.so/7_427-279cb983e9a048bf845d787209437d9d?pvs=21), 7_486 (https://www.notion.so/7_486-1e08c0f2405e486a941c7b50eec5b72f?pvs=21), 7_487 (https://www.notion.so/7_487-b63492963a8543cf990c403b18c63fd5?pvs=21), 7_507 (https://www.notion.so/7_507-fe0982348fba4f1394b8d4f9df34a15e?pvs=21), 7_522 (https://www.notion.so/7_522-ad14cab63787436d8afacf4c6dc56111?pvs=21), 7_614 (https://www.notion.so/7_614-a8a81c5f623b4c4ca3d716e9fc86df23?pvs=21), 8_111 (https://www.notion.so/8_111-38ecacd9573c4a11b3e80863274c8154?pvs=21), 8_112 (https://www.notion.so/8_112-83be821fe10043c1a801daac55dc0c7a?pvs=21), 8_114 (https://www.notion.so/8_114-858aaf297b634d5e9f0e63a5575e4dfa?pvs=21), 8_124 (https://www.notion.so/8_124-f1693b44642841209b73e204a6058789?pvs=21), 8_295 (https://www.notion.so/8_295-13f1b83e12044e88845ad03681fc5346?pvs=21), 8_323 (https://www.notion.so/8_323-4ff1b01bb76c4a0493c6f5b4b8839ee7?pvs=21), 8_71 (https://www.notion.so/8_71-d0ac582f54cc47cd96cb34e232f084c5?pvs=21), 8_72 (https://www.notion.so/8_72-0f037811cd5e4d8999f458a90d694542?pvs=21), 8_224 (https://www.notion.so/8_224-ac59bd38ddfa4dfd83fea29984ddab6b?pvs=21), 8_196 (https://www.notion.so/8_196-f90f9695316a4e50889edeecc5241c28?pvs=21)",,Lirone (https://www.notion.so/Lirone-becd6e1eaefe4db68373909ac1ff50c2?pvs=21),,,,Lirone (https://www.notion.so/Lirone-012318b0e41048f5b01cfbe7b0caff7c?pvs=21)
San Giacomo Filippo (https://www.notion.so/San-Giacomo-Filippo-4442b9bbbf894587be85a28aa25c1e2c?pvs=21),Lirone/Gallivaggio (https://www.notion.so/Lirone-Gallivaggio-74919d941e124f1b93ad293980a67d4f?pvs=21),Gallivaggio,2,8,"-Com-D,-Res-UT,-Res-D,-Com-D,CASA-Com-D,CASA-nd-NR,SF-Res-D,-nd-NR,LT A-Res-UP,-nd-NR,-Res-UT,CASA-Res-D,-Res-D","quartiere
  di Lirone",Gallivaggio,,Gallivaggio (https://www.notion.so/Gallivaggio-a24da34552f94529812f0591a8c9465a?pvs=21),"1988: fontana
/ prima di giungere a Gallivaggio, sosta possibile a Canoia - poi Galli Osteria abbattuta nel 1715 da frana - ponte sull'Avero distrutto allu 1860 [Balatti, Scara]",,6,58,"UP: 1
UT: 2
DR: 0
D: 7
NR: 3",Lirone/Gallivaggio,San Giacomo Filippo,0,0,10,0,"FD: 0
FS: 10
SFD: 0
PF: 0
NR: 3
NP: 0",3,0,0,7,2,1,"Res: 0
A Prod: 0
Multi: 0
Com: 0","CASA-Res-D: 1
CASA-Com-D: 1
CASA-nd-NR: 1
SF-Res-D: 1
LT A-Res-UP: 1
-Res-UP: 1
-Res-UT: 2
-Res-D: 4
-Com-D: 3","ED NON RUDERI: 7
ed civili: 7
ed multi: 0
ed rurali: 0
PF: 0","CC: 0
SF: 1
LT: 1
CASOLARE: 0
CASA: 3
STALLA: 0
FIENILE: 0
CASA PARRO: 0
CANTINA: 0
MULINO: 0
VERDE: 0",796,strada asfaltata,strada asfaltata,"BT,C,ILL,RE,RI,RT,TP","veicolare / terra
  battuta, piode o acciottolato + porfido/granito",,"IN PARTE SI: 3
SI: 8",10,,0.7,24,4,0.571428571429,DC NC,PP,16,20,309,59,"I2,LOCALE,I2,I3,LOCALE",10,0.7,1,,"CASA,CASA,SF,LT A,CASA","Com-D-FS,Res-UT-FS,Res-D-FS,nd-NR-NR,Res-UP-FS",,,7,,,0,0,0,0,3,Gallivaggio,,"in pendenza
  fondovalle / medio",,lineare,"Res-UP-SFD: 0
Res-UP-FS: 1
Res-UP-FD: 0
Res-UT-SFD: 0
Res-UT-FS: 1
Res-UT-FD: 0
Res-D-FS: 1
Res-D-FD: 0
A Prod-UT-SFD: 0
A Prod-UT-FS: 0
A Prod-UT-FD: 0
A Prod-D-FS: 0
A Prod-D-FD: 0
A Prod-DR-PF: 0
Multi-UP-SFD: 0
Multi-UP-FS: 0
Multi-UP-FD: 0
Multi-UT-SFD: 0
Multi-UT-FS: 0
Multi-UT-FD: 0
Multi-D-FS: 0
Multi-D-FD: 0
NR-NR: 1",,"D,UT,D,D,D,NR,D,NR,UP,NR,UT,D,D","FS,FS,FS,FS,FS,NR,FS,NR,FS,NR,FS,FS,FS",14,6,Gallivaggio (https://www.notion.so/Gallivaggio-47844c62884440989f1f49a376688eec?pvs=21),Gallivaggio al Santuario (https://www.notion.so/Gallivaggio-al-Santuario-4c0c7724d37d4afba39fdb01254658be?pvs=21),"case sparse (https://www.notion.so/case-sparse-213ba1972b6e4b8b93b515c0bc85cc41?pvs=21), Gallivaggio (https://www.notion.so/Gallivaggio-11ea6e5f133941e9baad831879fa8a1a?pvs=21)",Gallivaggio (https://www.notion.so/Gallivaggio-b16addcdfcf24c97a6992103edca903d?pvs=21),Gallivaggio (https://www.notion.so/Gallivaggio-95eb14493b274571be816a21c695b103?pvs=21),Gallivaggio (https://www.notion.so/Gallivaggio-d87f9a8b0de845618e3f53b108df5057?pvs=21),7,"IN PARTE SI,SI,SI,SI,SI,IN PARTE SI,IN PARTE SI,SI",,,,"21_77 (https://www.notion.so/21_77-3365b4f524d34f55894ada61bbc3754e?pvs=21), 21_452 (https://www.notion.so/21_452-4f929258c5ac41e3933a0ba0c2633b9b?pvs=21), 21_86 (https://www.notion.so/21_86-b2b6d1e39d974780b0032e1773608f0f?pvs=21), 21_80 (https://www.notion.so/21_80-2fb723486f5849ee8e07f97168aec7ff?pvs=21), 21_78 (https://www.notion.so/21_78-51df9f359dc84e17ac2ad47f406f7c64?pvs=21), 21_409 (https://www.notion.so/21_409-8bd3eeeb17ff4481be0c22d7816313af?pvs=21), 21_87 (https://www.notion.so/21_87-381b3d500804455e805fd9ab80dfd156?pvs=21), 21_107 (https://www.notion.so/21_107-b006435b868342319f953c04c81591a7?pvs=21), 21_126 (https://www.notion.so/21_126-2ef41645f51e45ffaeeec5ea71ddfb37?pvs=21), 21_125 (https://www.notion.so/21_125-b90823c6da65492999c64a2cd2d3b90c?pvs=21), 21_124 (https://www.notion.so/21_124-c85846c4479a42e08c26872c90b46a06?pvs=21), 21_85 (https://www.notion.so/21_85-fb3d06f495a34643b9e7a8a1f47238a0?pvs=21), 21_103 (https://www.notion.so/21_103-7e0fa928291e4b5ea0dee390d49fb71e?pvs=21)",,Gallivaggio (https://www.notion.so/Gallivaggio-ad4aa88a57844d3ebda48e52c04a5eec?pvs=21),,,,Gallivaggio (https://www.notion.so/Gallivaggio-93b8fd2554104bd2b2676622a6f4026d?pvs=21)
