cat 2022,Località,comune senza link,località senza link,Immagini_fotografie sopralluogo,cat 1853,dest uso 1853,sezione località,dest uso 1853 - extra,cat 1807,stato_conservazione_globale,destinazione_uso_attuale,stato_utilizzo_attuale,stato_conservazione_globale (doppie),cat 1951,dest uso 1950,vincoli e tutele,TARI 2021 - da tenere,IMU 2021 - da tenere,note - da tenere,caratteri_storico_culturali,apparati decorativi,apparati decorativi - stato di conservazione,infissi esterni - tipologia,infissi esterni - materiale,infissi esterni - stato di conservazione,collegamenti esterni - tipologia,collegamenti esterni - materiale,collegamenti esterni - stato di conservazione,accessibilità,smaltimento_acqua,smaltimento_acqua - stato di conservazione,finiture esterne - tipologia,finiture esterne - dettaglio materiale intonaco,finiture esterne - conservazione,componenti strutturali verticali - materiale,componenti verticali - tecnica costruttiva,componenti verticali - conservazione,componenti - coperture - materiale,componenti - coperture - tecnica costruttiva,componenti - coperture - conservazione,componenti strutturali orizzontali - tecnica costruttiva,componenti strutturali orizzontali - materiale,componenti strutturali orizzontali - conservazione,componenti - fondazioni,presenza_opere_provvisionali,degrado - finiture esterne,degrado - componenti vert,degrado - coperture,unità 1 - piani,unità 2 - piani,unità 3 - piani,pavimentazioni_esterne,impiantistica,Comune,loc senza link 
45_139,Isola (https://www.notion.so/Isola-59cbc18aa9b1402fb2a0ba148ceaf494?pvs=21),Madesimo,Isola,Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5742%201.jpg,1403,CASA,,,presente,senza fenomeni di degrado,"commerciale, residenziale",uso permanente,senza fenomeni di degrado,,,,con riduzione,C01,Cardinello - è stato anche alimentari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/965dae81402942d184e9b9538c72a266,Isola
45_191,Isola (https://www.notion.so/Isola-59cbc18aa9b1402fb2a0ba148ceaf494?pvs=21),Madesimo,Isola,"Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5749.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5746.jpg",1468,CC,,,presente,fenomeni di degrado superficiali,residenziale,uso permanente,"fenomeni di degrado superficiali, senza fenomeni di degrado",,,,,,191+192+193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/965dae81402942d184e9b9538c72a266,Isola
45_177,Isola (https://www.notion.so/Isola-59cbc18aa9b1402fb2a0ba148ceaf494?pvs=21),Madesimo,Isola,"Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5791.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5786.jpg",1586,CC,,,presente,senza fenomeni di degrado,residenziale,uso temporaneo,senza fenomeni di degrado,,,,con riduzione,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/965dae81402942d184e9b9538c72a266,Isola
45_245,Isola (https://www.notion.so/Isola-59cbc18aa9b1402fb2a0ba148ceaf494?pvs=21),Madesimo,Isola,,1585,CC,,,presente,perdita funzionalità,non rilevabile,disuso - rudere,perdita funzionalità,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/965dae81402942d184e9b9538c72a266,Isola
45_179,Isola (https://www.notion.so/Isola-59cbc18aa9b1402fb2a0ba148ceaf494?pvs=21),Madesimo,Isola,"Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5785.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5769.jpg",10514,P SF,,,presente,senza fenomeni di degrado,residenziale,uso temporaneo,senza fenomeni di degrado,,,,,,n 21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/965dae81402942d184e9b9538c72a266,Isola
45_247,Isola (https://www.notion.so/Isola-59cbc18aa9b1402fb2a0ba148ceaf494?pvs=21),Madesimo,Isola,Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5769.jpg,,,,,,senza fenomeni di degrado,residenziale,uso temporaneo,senza fenomeni di degrado,,,,immobili attivi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/965dae81402942d184e9b9538c72a266,Isola
45_251,Isola (https://www.notion.so/Isola-59cbc18aa9b1402fb2a0ba148ceaf494?pvs=21),Madesimo,Isola,"Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5759.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5759%201.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5758.jpg",,,,,,fenomeni di degrado superficiali,residenziale,uso temporaneo,"fenomeni di degrado superficiali, senza fenomeni di degrado",,,,,,(nella foto è in secondo piano),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/965dae81402942d184e9b9538c72a266,Isola
45_181,Isola (https://www.notion.so/Isola-59cbc18aa9b1402fb2a0ba148ceaf494?pvs=21),Madesimo,Isola,"Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5767.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5758%201.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5757.jpg",1450,CC,,,,fenomeni di degrado superficiali,produttivo rurale,disuso,fenomeni di degrado superficiali,,,,,,,cardèn (struttura in legno incardinata),,,,,,,,,,,,,,,"legno, pietra a secco",incardinato + basamento e/o parziale rivestimento in pietra,,,,,,,,,,,,,,,,,,https://www.notion.so/965dae81402942d184e9b9538c72a266,Isola
45_250,Isola (https://www.notion.so/Isola-59cbc18aa9b1402fb2a0ba148ceaf494?pvs=21),Madesimo,Isola,Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5766.jpg,,,,,,fenomeni di degrado superficiali,multifunzione,uso temporaneo,fenomeni di degrado superficiali,,,,,,è stata locanda e ufficio postale (edificio di fianco mi sa - 252),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/965dae81402942d184e9b9538c72a266,Isola
37_849,Case Gossi (https://www.notion.so/Case-Gossi-388d11306eea41f48e1bd665672cb5e4?pvs=21),Madesimo,Case Gossi,"Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5640.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5632.jpg",10497,SF,,,presente,fenomeni di degrado superficiali,produttivo rurale,disuso,fenomeni di degrado superficiali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/965dae81402942d184e9b9538c72a266,Case Gossi
37_853,Case Gossi (https://www.notion.so/Case-Gossi-388d11306eea41f48e1bd665672cb5e4?pvs=21),Madesimo,Case Gossi,"Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5644.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5634.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5631.jpg",15,CC,,,presente,fenomeni di degrado superficiali,multifunzione,disuso,fenomeni di degrado superficiali,,,,con riduzione,A04,853+854+855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/965dae81402942d184e9b9538c72a266,Case Gossi
37_854,Case Gossi (https://www.notion.so/Case-Gossi-388d11306eea41f48e1bd665672cb5e4?pvs=21),Madesimo,Case Gossi,"Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5644.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5634.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5631.jpg",14,SF,,,presente,fenomeni di degrado superficiali,multifunzione,disuso,fenomeni di degrado superficiali,,,,,,853+854+855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/965dae81402942d184e9b9538c72a266,Case Gossi
37_988,Case Gossi (https://www.notion.so/Case-Gossi-388d11306eea41f48e1bd665672cb5e4?pvs=21),Madesimo,Case Gossi,"Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5679.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5680.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5675.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5674.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5673.jpg",34,CC,,,presente,fenomeni di degrado superficiali,residenziale,uso temporaneo,"fenomeni di degrado superficiali, senza fenomeni di degrado",,,,immobili attivi,,988+1288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/965dae81402942d184e9b9538c72a266,Case Gossi
37_1288,Case Gossi (https://www.notion.so/Case-Gossi-388d11306eea41f48e1bd665672cb5e4?pvs=21),Madesimo,Case Gossi,"Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5679%201.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5680%201.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5675.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5674.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5673.jpg",145,CC,,,presente,fenomeni di degrado superficiali,residenziale,uso temporaneo,"fenomeni di degrado superficiali, senza fenomeni di degrado",,,,,,988+1288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/965dae81402942d184e9b9538c72a266,Case Gossi
37_925,Case Gossi (https://www.notion.so/Case-Gossi-388d11306eea41f48e1bd665672cb5e4?pvs=21),Madesimo,Case Gossi,"Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5691.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5681.jpg",35,CC,,,parziale,fenomeni di degrado superficiali,residenziale,uso temporaneo,"fenomeni di degrado superficiali, senza fenomeni di degrado",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/965dae81402942d184e9b9538c72a266,Case Gossi
37_855,Case Gossi (https://www.notion.so/Case-Gossi-388d11306eea41f48e1bd665672cb5e4?pvs=21),Madesimo,Case Gossi,"Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5694.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5689.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5690.jpg",13,CC,,,presente,fenomeni di degrado superficiali,multifunzione,disuso,fenomeni di degrado superficiali,,,,,,853+854+855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/965dae81402942d184e9b9538c72a266,Case Gossi
37_1313,Case Gossi (https://www.notion.so/Case-Gossi-388d11306eea41f48e1bd665672cb5e4?pvs=21),Madesimo,Case Gossi,Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5683.jpg,160,SF,,,presente,fenomeni di degrado superficiali,residenziale,uso temporaneo,fenomeni di degrado superficiali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/965dae81402942d184e9b9538c72a266,Case Gossi
37_994,Case Gossi (https://www.notion.so/Case-Gossi-388d11306eea41f48e1bd665672cb5e4?pvs=21),Madesimo,Case Gossi,"Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5837.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5711.jpg",41,CC,,,presente,senza fenomeni di degrado,residenziale,uso temporaneo,senza fenomeni di degrado,,,,immobili attivi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/965dae81402942d184e9b9538c72a266,Case Gossi
37_993,Case Gossi (https://www.notion.so/Case-Gossi-388d11306eea41f48e1bd665672cb5e4?pvs=21),Madesimo,Case Gossi,"Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5677.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5676.jpg",45,CC,,,parziale,senza fenomeni di degrado,residenziale,uso temporaneo,senza fenomeni di degrado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/965dae81402942d184e9b9538c72a266,Case Gossi
37_1141,Case Gossi (https://www.notion.so/Case-Gossi-388d11306eea41f48e1bd665672cb5e4?pvs=21),Madesimo,Case Gossi,Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5835.jpg,0,,,,,senza fenomeni di degrado,residenziale,uso temporaneo,senza fenomeni di degrado,,,,immobili attivi,C02,era mulino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/965dae81402942d184e9b9538c72a266,Case Gossi
37_885,Case Gossi (https://www.notion.so/Case-Gossi-388d11306eea41f48e1bd665672cb5e4?pvs=21),Madesimo,Case Gossi,"Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5705%201.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5704.jpg",78,SF,,,,senza fenomeni di degrado,residenziale,uso temporaneo,senza fenomeni di degrado,,,,,,884+885,,,,,,,,,,,,,,,,,incardinato + basamento e/o parziale rivestimento in pietra,,,,,,,,,,,,,,,,,,https://www.notion.so/965dae81402942d184e9b9538c72a266,Case Gossi
37_884,Case Gossi (https://www.notion.so/Case-Gossi-388d11306eea41f48e1bd665672cb5e4?pvs=21),Madesimo,Case Gossi,"Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5705%201.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5704.jpg",79,SF,,,,senza fenomeni di degrado,residenziale,uso temporaneo,senza fenomeni di degrado,,,,,,884+885,cardèn (struttura in legno incardinata),,,,,,,,,,,,,,,,incardinato + basamento e/o parziale rivestimento in pietra,,,,,,,,,,,,,,,,,,https://www.notion.so/965dae81402942d184e9b9538c72a266,Case Gossi
37_880,Case Gossi (https://www.notion.so/Case-Gossi-388d11306eea41f48e1bd665672cb5e4?pvs=21),Madesimo,Case Gossi,,10500,SF,,,presente,senza fenomeni di degrado,residenziale,uso temporaneo,senza fenomeni di degrado,,,,,,,,,,,,,,,,,,,non presente,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/965dae81402942d184e9b9538c72a266,Case Gossi
37_927,Case Gossi (https://www.notion.so/Case-Gossi-388d11306eea41f48e1bd665672cb5e4?pvs=21),Madesimo,Case Gossi,"Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5692.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5688.jpg",38,SF,,,presente,fenomeni di degrado diffusi,multifunzione,disuso,fenomeni di degrado diffusi,,,,,,,,,,,,,,,,,,,,,,pietra a secco,incardinato + basamento e/o parziale rivestimento in pietra,,,,,,,,,,,,,,,,,,https://www.notion.so/965dae81402942d184e9b9538c72a266,Case Gossi
37_858,Case Gossi (https://www.notion.so/Case-Gossi-388d11306eea41f48e1bd665672cb5e4?pvs=21),Madesimo,Case Gossi,Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5695.jpg,12,SF,,,presente,perdita funzionalità,produttivo rurale,disuso - rudere,perdita funzionalità,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/965dae81402942d184e9b9538c72a266,Case Gossi
37_932,Case Gossi (https://www.notion.so/Case-Gossi-388d11306eea41f48e1bd665672cb5e4?pvs=21),Madesimo,Case Gossi,Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5708.jpg,0,,,,,senza fenomeni di degrado,residenziale,uso temporaneo,senza fenomeni di degrado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/965dae81402942d184e9b9538c72a266,Case Gossi
37_860,Case Gossi (https://www.notion.so/Case-Gossi-388d11306eea41f48e1bd665672cb5e4?pvs=21),Madesimo,Case Gossi,"Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5702.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5693.jpg",37,P SF,,,presente,senza fenomeni di degrado,residenziale,uso temporaneo,senza fenomeni di degrado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/965dae81402942d184e9b9538c72a266,Case Gossi
37_871,Case Gossi (https://www.notion.so/Case-Gossi-388d11306eea41f48e1bd665672cb5e4?pvs=21),Madesimo,Case Gossi,Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5701.jpg,81,SF,,83 - SF,,senza fenomeni di degrado,residenziale,uso temporaneo,senza fenomeni di degrado,,,,,,2 unità (una di fianco a 872 e una fronte strada - da splittare),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/965dae81402942d184e9b9538c72a266,Case Gossi
37_872,Case Gossi (https://www.notion.so/Case-Gossi-388d11306eea41f48e1bd665672cb5e4?pvs=21),Madesimo,Case Gossi,Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5700.jpg,87,SF,,,,senza fenomeni di degrado,residenziale,uso temporaneo,senza fenomeni di degrado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/965dae81402942d184e9b9538c72a266,Case Gossi
37_1286,Case Gossi (https://www.notion.so/Case-Gossi-388d11306eea41f48e1bd665672cb5e4?pvs=21),Madesimo,Case Gossi,"Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5686.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5687.jpg",10498,SF,,,,senza fenomeni di degrado,residenziale,uso temporaneo,senza fenomeni di degrado,,,,,,,,,,,,,,,,,,,rivestimento in legno,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/965dae81402942d184e9b9538c72a266,Case Gossi
37_881,Case Gossi (https://www.notion.so/Case-Gossi-388d11306eea41f48e1bd665672cb5e4?pvs=21),Madesimo,Case Gossi,"Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5709.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5706.jpg",58,CC,,,presente,fenomeni di degrado superficiali,residenziale,uso temporaneo,fenomeni di degrado superficiali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/965dae81402942d184e9b9538c72a266,Case Gossi
37_879,Case Gossi (https://www.notion.so/Case-Gossi-388d11306eea41f48e1bd665672cb5e4?pvs=21),Madesimo,Case Gossi,,10501,SF,,,presente,senza fenomeni di degrado,residenziale,uso temporaneo,senza fenomeni di degrado,,,,immobili attivi,A04,,,,,,,,,,,,,,intonaco_fine,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/965dae81402942d184e9b9538c72a266,Case Gossi
37_1290,Case Gossi (https://www.notion.so/Case-Gossi-388d11306eea41f48e1bd665672cb5e4?pvs=21),Madesimo,Case Gossi,"Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5692%201.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5688%201.jpg",159,P SF,,,presente,perdita funzionalità,multifunzione,disuso - rudere,perdita funzionalità,,,,,,1290+927,,,,,,,,,,,,,,,,pietra a secco,,,,,,,,,,,,,"erosione / deformazione componenti strutturali lignei, mancanza componenti strutturali",,,,,,https://www.notion.so/965dae81402942d184e9b9538c72a266,Case Gossi
37_1092,Case Gossi (https://www.notion.so/Case-Gossi-388d11306eea41f48e1bd665672cb5e4?pvs=21),Madesimo,Case Gossi,,217,CC,,,presente,non presente,non rilevabile,non presente,fenomeni di degrado diffusi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/965dae81402942d184e9b9538c72a266,Case Gossi
37_1011,Case Gossi (https://www.notion.so/Case-Gossi-388d11306eea41f48e1bd665672cb5e4?pvs=21),Madesimo,Case Gossi,,64,COLTIVO,,,presente,perdita funzionalità,multifunzione,disuso - rudere,perdita funzionalità,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/965dae81402942d184e9b9538c72a266,Case Gossi
37_1013,Case Gossi (https://www.notion.so/Case-Gossi-388d11306eea41f48e1bd665672cb5e4?pvs=21),Madesimo,Case Gossi,,67,P CC,,7613 - CC,presente,perdita funzionalità,multifunzione,disuso - rudere,perdita funzionalità,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/965dae81402942d184e9b9538c72a266,Case Gossi
37_1014,Case Gossi (https://www.notion.so/Case-Gossi-388d11306eea41f48e1bd665672cb5e4?pvs=21),Madesimo,Case Gossi,Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5719.jpg,68,CC,,,presente,senza fenomeni di degrado,residenziale,uso temporaneo,senza fenomeni di degrado,,,,immobili attivi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/965dae81402942d184e9b9538c72a266,Case Gossi
37_1005,Case Gossi (https://www.notion.so/Case-Gossi-388d11306eea41f48e1bd665672cb5e4?pvs=21),Madesimo,Case Gossi,"Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5838.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5707.jpg",61,SF,,,presente,fenomeni di degrado superficiali,produttivo rurale,disuso,fenomeni di degrado superficiali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/965dae81402942d184e9b9538c72a266,Case Gossi
37_995,Case Gossi (https://www.notion.so/Case-Gossi-388d11306eea41f48e1bd665672cb5e4?pvs=21),Madesimo,Case Gossi,"Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5837%201.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5711%201.jpg",42,CC,,,presente,senza fenomeni di degrado,residenziale,uso temporaneo,senza fenomeni di degrado,,,,immobili attivi,A04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/965dae81402942d184e9b9538c72a266,Case Gossi
37_930,Case Gossi (https://www.notion.so/Case-Gossi-388d11306eea41f48e1bd665672cb5e4?pvs=21),Madesimo,Case Gossi,,0,,,,,fenomeni di degrado diffusi,produttivo rurale,disuso,fenomeni di degrado diffusi,,,,immobili attivi,A11,,,,,,,,,,,,,,intonaco_rustico,,fenomeni di degrado diffusi,,,,,,,,,,,,,,,,,,,,https://www.notion.so/965dae81402942d184e9b9538c72a266,Case Gossi
37_992,Case Gossi (https://www.notion.so/Case-Gossi-388d11306eea41f48e1bd665672cb5e4?pvs=21),Madesimo,Case Gossi,Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5687%201.jpg,10499,SF,,,presente,senza fenomeni di degrado,residenziale,uso temporaneo,senza fenomeni di degrado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/965dae81402942d184e9b9538c72a266,Case Gossi
37_1312,Case Gossi (https://www.notion.so/Case-Gossi-388d11306eea41f48e1bd665672cb5e4?pvs=21),Madesimo,Case Gossi,Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5699.jpg,86,SF,,,,senza fenomeni di degrado,residenziale,uso temporaneo,senza fenomeni di degrado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/965dae81402942d184e9b9538c72a266,Case Gossi
37_757,Case Gossi (https://www.notion.so/Case-Gossi-388d11306eea41f48e1bd665672cb5e4?pvs=21),Madesimo,Case Gossi,"Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5715.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5636.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5630.jpg",5,CC,,,,senza fenomeni di degrado,residenziale,uso temporaneo,senza fenomeni di degrado,,,,immobili attivi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/965dae81402942d184e9b9538c72a266,Case Gossi
37_758,Case Gossi (https://www.notion.so/Case-Gossi-388d11306eea41f48e1bd665672cb5e4?pvs=21),Madesimo,Case Gossi,"Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5715%201.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5638.jpg",36,LT,,,,fenomeni di degrado superficiali,residenziale,uso temporaneo,"fenomeni di degrado superficiali, senza fenomeni di degrado",,,,,,,,,,,,,,,,,,,intonaco_tintura,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/965dae81402942d184e9b9538c72a266,Case Gossi
37_756,Case Gossi (https://www.notion.so/Case-Gossi-388d11306eea41f48e1bd665672cb5e4?pvs=21),Madesimo,Case Gossi,"Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5715.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5636.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5630.jpg",33,CC,,,,senza fenomeni di degrado,residenziale,uso temporaneo,senza fenomeni di degrado,,,,,,756+757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/965dae81402942d184e9b9538c72a266,Case Gossi
37_749,Case Gossi (https://www.notion.so/Case-Gossi-388d11306eea41f48e1bd665672cb5e4?pvs=21),Madesimo,Case Gossi,Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5629.jpg,12,SF,,,,perdita funzionalità,produttivo rurale,disuso - rudere,perdita funzionalità,,,,,,750+749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/965dae81402942d184e9b9538c72a266,Case Gossi
37_746,Case Gossi (https://www.notion.so/Case-Gossi-388d11306eea41f48e1bd665672cb5e4?pvs=21),Madesimo,Case Gossi,"Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5717.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5629.jpg",1,CC,,,presente,fenomeni di degrado superficiali,residenziale,uso temporaneo,fenomeni di degrado superficiali,,,,immobili attivi,A03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/965dae81402942d184e9b9538c72a266,Case Gossi
37_741,Case Gossi (https://www.notion.so/Case-Gossi-388d11306eea41f48e1bd665672cb5e4?pvs=21),Madesimo,Case Gossi,,23,SF,,,presente,non presente,non rilevabile,non presente,fenomeni di degrado diffusi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/965dae81402942d184e9b9538c72a266,Case Gossi
37_750,Case Gossi (https://www.notion.so/Case-Gossi-388d11306eea41f48e1bd665672cb5e4?pvs=21),Madesimo,Case Gossi,Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5629.jpg,3,SF,,,presente,perdita funzionalità,produttivo rurale,disuso - rudere,perdita funzionalità,,,,,,750+749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/965dae81402942d184e9b9538c72a266,Case Gossi
37_1287,Case Gossi (https://www.notion.so/Case-Gossi-388d11306eea41f48e1bd665672cb5e4?pvs=21),Madesimo,Case Gossi,,16,CC,,,parziale,non presente,non rilevabile,non presente,fenomeni di degrado diffusi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/965dae81402942d184e9b9538c72a266,Case Gossi
