Sottosistemi territoriali,Località,Comuni,SEZ2011,Com_Den,Pop_Res,case occ,case non occ,concat,%CASE NN OCC / TOT,%CASE occupate / TOT
Madesimo (https://www.notion.so/Madesimo-148216101dc048a7a38cad70d4a4a2a4?pvs=21),Alpe Groppera (https://www.notion.so/Alpe-Groppera-2df02097f9ee456ab1df4504ec71e6c6?pvs=21),Madesimo (https://www.notion.so/Madesimo-965dae81402942d184e9b9538c72a266?pvs=21),140350000017,Madesimo,0,0,41,Alpe Groppera,1,0
Madesimo (https://www.notion.so/Madesimo-148216101dc048a7a38cad70d4a4a2a4?pvs=21),Madesimo (https://www.notion.so/Madesimo-bff04dff85a54650aa7bf9b910f8f0d7?pvs=21),Madesimo (https://www.notion.so/Madesimo-965dae81402942d184e9b9538c72a266?pvs=21),140350000018,Madesimo,114,51,394,,0.885393258427,0.114606741573
Madesimo (https://www.notion.so/Madesimo-148216101dc048a7a38cad70d4a4a2a4?pvs=21),Madesimo (https://www.notion.so/Madesimo-bff04dff85a54650aa7bf9b910f8f0d7?pvs=21),Madesimo (https://www.notion.so/Madesimo-965dae81402942d184e9b9538c72a266?pvs=21),140350000019,Madesimo,140,57,458,,0.88932038835,0.11067961165
Madesimo (https://www.notion.so/Madesimo-148216101dc048a7a38cad70d4a4a2a4?pvs=21),Madesimo (https://www.notion.so/Madesimo-bff04dff85a54650aa7bf9b910f8f0d7?pvs=21),Madesimo (https://www.notion.so/Madesimo-965dae81402942d184e9b9538c72a266?pvs=21),140350000020,Madesimo,84,45,411,,0.901315789474,0.098684210526
Madesimo (https://www.notion.so/Madesimo-148216101dc048a7a38cad70d4a4a2a4?pvs=21),Madesimo (https://www.notion.so/Madesimo-bff04dff85a54650aa7bf9b910f8f0d7?pvs=21),Madesimo (https://www.notion.so/Madesimo-965dae81402942d184e9b9538c72a266?pvs=21),140350000021,Madesimo,46,21,385,,0.948275862069,0.051724137931
Madesimo (https://www.notion.so/Madesimo-148216101dc048a7a38cad70d4a4a2a4?pvs=21),Madesimo (https://www.notion.so/Madesimo-bff04dff85a54650aa7bf9b910f8f0d7?pvs=21),Madesimo (https://www.notion.so/Madesimo-965dae81402942d184e9b9538c72a266?pvs=21),140350000022,Madesimo,17,9,466,,0.981052631579,0.018947368421
Pianazzo (https://www.notion.so/Pianazzo-9f9b9d1526c9467c9ae038e81542f120?pvs=21),Scalcoggia (https://www.notion.so/Scalcoggia-cf80bab9e63547a7a9f570b9f34675ea?pvs=21),Madesimo (https://www.notion.so/Madesimo-965dae81402942d184e9b9538c72a266?pvs=21),140350000023,Madesimo,4,3,31,Scalcoggia,0.911764705882,0.088235294118
Pianazzo (https://www.notion.so/Pianazzo-9f9b9d1526c9467c9ae038e81542f120?pvs=21),Pianazzo (https://www.notion.so/Pianazzo-70162b5d2b4e4e07854f2ee3faa93a2d?pvs=21),Madesimo (https://www.notion.so/Madesimo-965dae81402942d184e9b9538c72a266?pvs=21),140350000024,Madesimo,72,43,198,Pianazzo,0.821576763485,0.178423236515
Isola (https://www.notion.so/Isola-e75fd7d7fa144606849e2486d9a741fe?pvs=21),Isola (https://www.notion.so/Isola-59cbc18aa9b1402fb2a0ba148ceaf494?pvs=21),Madesimo (https://www.notion.so/Madesimo-965dae81402942d184e9b9538c72a266?pvs=21),140350000025,Madesimo,43,24,194,Isola,0.889908256881,0.110091743119
Isola (https://www.notion.so/Isola-e75fd7d7fa144606849e2486d9a741fe?pvs=21),Mottaletta (https://www.notion.so/Mottaletta-120a84cff7be43d7b1f4536e6ceaa14b?pvs=21),Madesimo (https://www.notion.so/Madesimo-965dae81402942d184e9b9538c72a266?pvs=21),140350000026,Madesimo,4,2,62,Mottaletta,0.96875,0.03125
Pianazzo (https://www.notion.so/Pianazzo-9f9b9d1526c9467c9ae038e81542f120?pvs=21),Torni (https://www.notion.so/Torni-886ed87def8a433585e9324fa6945bef?pvs=21),Madesimo (https://www.notion.so/Madesimo-965dae81402942d184e9b9538c72a266?pvs=21),140350000027,Madesimo,0,0,26,Torni,1,0
"Pianazzo (https://www.notion.so/Pianazzo-9f9b9d1526c9467c9ae038e81542f120?pvs=21), Rasdeglia (https://www.notion.so/Rasdeglia-acd2d238fd7c41de931a39327901c075?pvs=21)",Rasdeglia (https://www.notion.so/Rasdeglia-46b3a5295f1a4980bdf662daff7037c5?pvs=21),Madesimo (https://www.notion.so/Madesimo-965dae81402942d184e9b9538c72a266?pvs=21),140350000030,Madesimo,0,0,34,Rasdeglia,1,0
"Pianazzo (https://www.notion.so/Pianazzo-9f9b9d1526c9467c9ae038e81542f120?pvs=21), Rasdeglia (https://www.notion.so/Rasdeglia-acd2d238fd7c41de931a39327901c075?pvs=21)",Alpe Vamlera (https://www.notion.so/Alpe-Vamlera-aad00f3ca4fb474a976c447d59ba152d?pvs=21),Madesimo (https://www.notion.so/Madesimo-965dae81402942d184e9b9538c72a266?pvs=21),140350000037,Madesimo,0,0,19,Alpe Vamlera,1,0
Isola (https://www.notion.so/Isola-e75fd7d7fa144606849e2486d9a741fe?pvs=21),Alpe Borghetto (https://www.notion.so/Alpe-Borghetto-3099ec0fc4964acba7c95654992408c6?pvs=21),Madesimo (https://www.notion.so/Madesimo-965dae81402942d184e9b9538c72a266?pvs=21),140350000040,Madesimo,0,0,27,Alpe Borghetto,1,0
Madesimo (https://www.notion.so/Madesimo-148216101dc048a7a38cad70d4a4a2a4?pvs=21),Montespluga (https://www.notion.so/Montespluga-1091553a26e74c3680def1aebced948d?pvs=21),Madesimo (https://www.notion.so/Madesimo-965dae81402942d184e9b9538c72a266?pvs=21),140350000044,Madesimo,0,0,0,case sparse MA_1991_02,,
Isola (https://www.notion.so/Isola-e75fd7d7fa144606849e2486d9a741fe?pvs=21),Isola (https://www.notion.so/Isola-59cbc18aa9b1402fb2a0ba148ceaf494?pvs=21),Madesimo (https://www.notion.so/Madesimo-965dae81402942d184e9b9538c72a266?pvs=21),140350000045,Madesimo,0,0,0,case sparse MA_1991_03,,
Madesimo (https://www.notion.so/Madesimo-148216101dc048a7a38cad70d4a4a2a4?pvs=21),Madesimo (https://www.notion.so/Madesimo-bff04dff85a54650aa7bf9b910f8f0d7?pvs=21),Madesimo (https://www.notion.so/Madesimo-965dae81402942d184e9b9538c72a266?pvs=21),140350000046,Madesimo,0,0,5,case sparse MA_1991_04,1,0
Isola (https://www.notion.so/Isola-e75fd7d7fa144606849e2486d9a741fe?pvs=21),Ca Raseri (https://www.notion.so/Ca-Raseri-2e87254718ed46b590b999d44776dfe8?pvs=21),Madesimo (https://www.notion.so/Madesimo-965dae81402942d184e9b9538c72a266?pvs=21),140350000049,Madesimo,0,0,37,Ca Raseri,1,0
Isola (https://www.notion.so/Isola-e75fd7d7fa144606849e2486d9a741fe?pvs=21),Teciai (https://www.notion.so/Teciai-1042579727fc4f6f89ea83f17fb5bffb?pvs=21),Madesimo (https://www.notion.so/Madesimo-965dae81402942d184e9b9538c72a266?pvs=21),140350000050,Madesimo,0,0,16,Teciai,1,0
Madesimo (https://www.notion.so/Madesimo-148216101dc048a7a38cad70d4a4a2a4?pvs=21),Madesimo (https://www.notion.so/Madesimo-bff04dff85a54650aa7bf9b910f8f0d7?pvs=21),Madesimo (https://www.notion.so/Madesimo-965dae81402942d184e9b9538c72a266?pvs=21),140350000051,Madesimo,0,0,50,,1,0
Madesimo (https://www.notion.so/Madesimo-148216101dc048a7a38cad70d4a4a2a4?pvs=21),Madesimo (https://www.notion.so/Madesimo-bff04dff85a54650aa7bf9b910f8f0d7?pvs=21),Madesimo (https://www.notion.so/Madesimo-965dae81402942d184e9b9538c72a266?pvs=21),140350000052,Madesimo,7,3,131,,0.977611940299,0.022388059701
Madesimo (https://www.notion.so/Madesimo-148216101dc048a7a38cad70d4a4a2a4?pvs=21),Madesimo (https://www.notion.so/Madesimo-bff04dff85a54650aa7bf9b910f8f0d7?pvs=21),Madesimo (https://www.notion.so/Madesimo-965dae81402942d184e9b9538c72a266?pvs=21),140350000053,Madesimo,0,0,29,,1,0
Madesimo (https://www.notion.so/Madesimo-148216101dc048a7a38cad70d4a4a2a4?pvs=21),,Madesimo (https://www.notion.so/Madesimo-965dae81402942d184e9b9538c72a266?pvs=21),140350000054,Madesimo,0,0,130,,1,0
Madesimo (https://www.notion.so/Madesimo-148216101dc048a7a38cad70d4a4a2a4?pvs=21),Madesimo (https://www.notion.so/Madesimo-bff04dff85a54650aa7bf9b910f8f0d7?pvs=21),Madesimo (https://www.notion.so/Madesimo-965dae81402942d184e9b9538c72a266?pvs=21),140350000055,Madesimo,0,0,18,,1,0
Madesimo (https://www.notion.so/Madesimo-148216101dc048a7a38cad70d4a4a2a4?pvs=21),,Madesimo (https://www.notion.so/Madesimo-965dae81402942d184e9b9538c72a266?pvs=21),140350000056,Madesimo,0,0,58,,1,0
Madesimo (https://www.notion.so/Madesimo-148216101dc048a7a38cad70d4a4a2a4?pvs=21),Madesimo (https://www.notion.so/Madesimo-bff04dff85a54650aa7bf9b910f8f0d7?pvs=21),Madesimo (https://www.notion.so/Madesimo-965dae81402942d184e9b9538c72a266?pvs=21),140350000057,Madesimo,0,0,13,,1,0
Madesimo (https://www.notion.so/Madesimo-148216101dc048a7a38cad70d4a4a2a4?pvs=21),Madesimo (https://www.notion.so/Madesimo-bff04dff85a54650aa7bf9b910f8f0d7?pvs=21),Madesimo (https://www.notion.so/Madesimo-965dae81402942d184e9b9538c72a266?pvs=21),140350000058,Madesimo,0,0,78,,1,0
Menarola (https://www.notion.so/Menarola-11c7c49d99b1805fa8a7f396c7e79f7b?pvs=21),,Menarola (https://www.notion.so/Menarola-94123965fee94a9bad19784a7697d724?pvs=21),140420000001,Menarola,5,3,15,Gradesella,0.833333333333,0.166666666667
Menarola (https://www.notion.so/Menarola-11c7c49d99b1805fa8a7f396c7e79f7b?pvs=21),,Menarola (https://www.notion.so/Menarola-94123965fee94a9bad19784a7697d724?pvs=21),140420000002,Menarola,27,8,7,Bortolotto,0.466666666667,0.533333333333
Menarola (https://www.notion.so/Menarola-11c7c49d99b1805fa8a7f396c7e79f7b?pvs=21),,Menarola (https://www.notion.so/Menarola-94123965fee94a9bad19784a7697d724?pvs=21),140420000003,Menarola,1,1,8,Motto,0.888888888889,0.111111111111
Menarola (https://www.notion.so/Menarola-11c7c49d99b1805fa8a7f396c7e79f7b?pvs=21),,Menarola (https://www.notion.so/Menarola-94123965fee94a9bad19784a7697d724?pvs=21),140420000004,Menarola,3,3,16,Castanedi,0.842105263158,0.157894736842
Menarola (https://www.notion.so/Menarola-11c7c49d99b1805fa8a7f396c7e79f7b?pvs=21),,Menarola (https://www.notion.so/Menarola-94123965fee94a9bad19784a7697d724?pvs=21),140420000005,Menarola,3,2,40,Foppo,0.952380952381,0.047619047619
Menarola (https://www.notion.so/Menarola-11c7c49d99b1805fa8a7f396c7e79f7b?pvs=21),,Menarola (https://www.notion.so/Menarola-94123965fee94a9bad19784a7697d724?pvs=21),140420000006,Menarola,0,0,30,Voga,1,0
Menarola (https://www.notion.so/Menarola-11c7c49d99b1805fa8a7f396c7e79f7b?pvs=21),,Menarola (https://www.notion.so/Menarola-94123965fee94a9bad19784a7697d724?pvs=21),140420000007,Menarola,7,3,68,case sparse,0.957746478873,0.042253521127
Menarola (https://www.notion.so/Menarola-11c7c49d99b1805fa8a7f396c7e79f7b?pvs=21),,Menarola (https://www.notion.so/Menarola-94123965fee94a9bad19784a7697d724?pvs=21),140420000008,Menarola,0,0,0,case sparse,,
Mese (https://www.notion.so/Mese-11c7c49d99b180cd9ed8fcce3a12175a?pvs=21),,Mese (https://www.notion.so/Mese-cc7fcc078e394bc895bd367f637beb3d?pvs=21),140430000001,Mese,787,308,101,San Vittore,0.246943765281,0.753056234719
Mese (https://www.notion.so/Mese-11c7c49d99b180cd9ed8fcce3a12175a?pvs=21),,Mese (https://www.notion.so/Mese-cc7fcc078e394bc895bd367f637beb3d?pvs=21),140430000002,Mese,881,332,109,San Vittore,0.24716553288,0.75283446712
Mese (https://www.notion.so/Mese-11c7c49d99b180cd9ed8fcce3a12175a?pvs=21),,Mese (https://www.notion.so/Mese-cc7fcc078e394bc895bd367f637beb3d?pvs=21),140430000006,Mese,17,6,1,case sparse,0.142857142857,0.857142857143
Mese (https://www.notion.so/Mese-11c7c49d99b180cd9ed8fcce3a12175a?pvs=21),,Mese (https://www.notion.so/Mese-cc7fcc078e394bc895bd367f637beb3d?pvs=21),140430000007,Mese,33,13,76,case sparse,0.85393258427,0.14606741573
Mese (https://www.notion.so/Mese-11c7c49d99b180cd9ed8fcce3a12175a?pvs=21),,Mese (https://www.notion.so/Mese-cc7fcc078e394bc895bd367f637beb3d?pvs=21),140430000008,Mese,2,1,3,San Vittore,0.75,0.25
Mese (https://www.notion.so/Mese-11c7c49d99b180cd9ed8fcce3a12175a?pvs=21),,Mese (https://www.notion.so/Mese-cc7fcc078e394bc895bd367f637beb3d?pvs=21),140430000009,Mese,27,12,12,Motto,0.5,0.5
Novate (https://www.notion.so/Novate-11c7c49d99b180eead97dde5ee1a4266?pvs=21),,Novate Mezzola (https://www.notion.so/Novate-Mezzola-a2b352fb0d07487cb22ffad258c4e766?pvs=21),140460000001,Novate Mezzola,773,327,212,Novate Mezzola,0.39332096475,0.60667903525
Novate (https://www.notion.so/Novate-11c7c49d99b180eead97dde5ee1a4266?pvs=21),,Novate Mezzola (https://www.notion.so/Novate-Mezzola-a2b352fb0d07487cb22ffad258c4e766?pvs=21),140460000002,Novate Mezzola,470,209,125,Novate Mezzola,0.374251497006,0.625748502994
Novate (https://www.notion.so/Novate-11c7c49d99b180eead97dde5ee1a4266?pvs=21),,Novate Mezzola (https://www.notion.so/Novate-Mezzola-a2b352fb0d07487cb22ffad258c4e766?pvs=21),140460000003,Novate Mezzola,413,183,94,Campo,0.339350180505,0.660649819495
Novate (https://www.notion.so/Novate-11c7c49d99b180eead97dde5ee1a4266?pvs=21),,Novate Mezzola (https://www.notion.so/Novate-Mezzola-a2b352fb0d07487cb22ffad258c4e766?pvs=21),140460000004,Novate Mezzola,4,3,123,Codera,0.97619047619,0.02380952381
Novate (https://www.notion.so/Novate-11c7c49d99b180eead97dde5ee1a4266?pvs=21),,Novate Mezzola (https://www.notion.so/Novate-Mezzola-a2b352fb0d07487cb22ffad258c4e766?pvs=21),140460000015,Novate Mezzola,0,0,0,case sparse,,
Novate (https://www.notion.so/Novate-11c7c49d99b180eead97dde5ee1a4266?pvs=21),,Novate Mezzola (https://www.notion.so/Novate-Mezzola-a2b352fb0d07487cb22ffad258c4e766?pvs=21),140460000018,Novate Mezzola,0,0,0,case sparse,,
Novate (https://www.notion.so/Novate-11c7c49d99b180eead97dde5ee1a4266?pvs=21),,Novate Mezzola (https://www.notion.so/Novate-Mezzola-a2b352fb0d07487cb22ffad258c4e766?pvs=21),140460000019,Novate Mezzola,12,5,45,case sparse,0.9,0.1
Novate (https://www.notion.so/Novate-11c7c49d99b180eead97dde5ee1a4266?pvs=21),,Novate Mezzola (https://www.notion.so/Novate-Mezzola-a2b352fb0d07487cb22ffad258c4e766?pvs=21),140460000020,Novate Mezzola,0,0,0,case sparse,,
Novate (https://www.notion.so/Novate-11c7c49d99b180eead97dde5ee1a4266?pvs=21),,Novate Mezzola (https://www.notion.so/Novate-Mezzola-a2b352fb0d07487cb22ffad258c4e766?pvs=21),140460000021,Novate Mezzola,8,4,14,case sparse,0.777777777778,0.222222222222
Novate (https://www.notion.so/Novate-11c7c49d99b180eead97dde5ee1a4266?pvs=21),,Novate Mezzola (https://www.notion.so/Novate-Mezzola-a2b352fb0d07487cb22ffad258c4e766?pvs=21),140460000022,Novate Mezzola,0,0,12,case sparse,1,0
Novate (https://www.notion.so/Novate-11c7c49d99b180eead97dde5ee1a4266?pvs=21),,Novate Mezzola (https://www.notion.so/Novate-Mezzola-a2b352fb0d07487cb22ffad258c4e766?pvs=21),140460000023,Novate Mezzola,0,0,114,case sparse,1,0
Novate (https://www.notion.so/Novate-11c7c49d99b180eead97dde5ee1a4266?pvs=21),,Novate Mezzola (https://www.notion.so/Novate-Mezzola-a2b352fb0d07487cb22ffad258c4e766?pvs=21),140460000024,Novate Mezzola,0,0,19,case sparse,1,0
Novate (https://www.notion.so/Novate-11c7c49d99b180eead97dde5ee1a4266?pvs=21),,Novate Mezzola (https://www.notion.so/Novate-Mezzola-a2b352fb0d07487cb22ffad258c4e766?pvs=21),140460000025,Novate Mezzola,37,16,18,Novate Mezzola,0.529411764706,0.470588235294
Novate (https://www.notion.so/Novate-11c7c49d99b180eead97dde5ee1a4266?pvs=21),,Novate Mezzola (https://www.notion.so/Novate-Mezzola-a2b352fb0d07487cb22ffad258c4e766?pvs=21),140460000026,Novate Mezzola,97,40,18,Novate Mezzola,0.310344827586,0.689655172414
Novate (https://www.notion.so/Novate-11c7c49d99b180eead97dde5ee1a4266?pvs=21),,Novate Mezzola (https://www.notion.so/Novate-Mezzola-a2b352fb0d07487cb22ffad258c4e766?pvs=21),140460000027,Novate Mezzola,0,0,16,Montagnola,1,0
Piuro (https://www.notion.so/Piuro-11c7c49d99b18047bb73ee5214adb1d2?pvs=21),,Piuro (https://www.notion.so/Piuro-198ac9109da344c6bcc90d755170b975?pvs=21),140500000001,Piuro,946,353,146,Prosto,0.292585170341,0.707414829659
Piuro (https://www.notion.so/Piuro-11c7c49d99b18047bb73ee5214adb1d2?pvs=21),,Piuro (https://www.notion.so/Piuro-198ac9109da344c6bcc90d755170b975?pvs=21),140500000002,Piuro,672,259,83,Borgonuovo,0.24269005848,0.75730994152
Piuro (https://www.notion.so/Piuro-11c7c49d99b18047bb73ee5214adb1d2?pvs=21),,Piuro (https://www.notion.so/Piuro-198ac9109da344c6bcc90d755170b975?pvs=21),140500000003,Piuro,238,108,133,Santa Croce,0.551867219917,0.448132780083
Piuro (https://www.notion.so/Piuro-11c7c49d99b18047bb73ee5214adb1d2?pvs=21),,Piuro (https://www.notion.so/Piuro-198ac9109da344c6bcc90d755170b975?pvs=21),140500000008,Piuro,1,1,12,Crana,0.923076923077,0.076923076923
Piuro (https://www.notion.so/Piuro-11c7c49d99b18047bb73ee5214adb1d2?pvs=21),,Piuro (https://www.notion.so/Piuro-198ac9109da344c6bcc90d755170b975?pvs=21),140500000009,Piuro,0,0,26,Dasile,1,0
Piuro (https://www.notion.so/Piuro-11c7c49d99b18047bb73ee5214adb1d2?pvs=21),,Piuro (https://www.notion.so/Piuro-198ac9109da344c6bcc90d755170b975?pvs=21),140500000010,Piuro,1,1,27,Savogno,0.964285714286,0.035714285714
Piuro (https://www.notion.so/Piuro-11c7c49d99b18047bb73ee5214adb1d2?pvs=21),,Piuro (https://www.notion.so/Piuro-198ac9109da344c6bcc90d755170b975?pvs=21),140500000011,Piuro,0,0,0,case sparse,,
Piuro (https://www.notion.so/Piuro-11c7c49d99b18047bb73ee5214adb1d2?pvs=21),,Piuro (https://www.notion.so/Piuro-198ac9109da344c6bcc90d755170b975?pvs=21),140500000012,Piuro,3,1,0,case sparse,0,1
Piuro (https://www.notion.so/Piuro-11c7c49d99b18047bb73ee5214adb1d2?pvs=21),,Piuro (https://www.notion.so/Piuro-198ac9109da344c6bcc90d755170b975?pvs=21),140500000013,Piuro,0,0,16,case sparse,1,0
Piuro (https://www.notion.so/Piuro-11c7c49d99b18047bb73ee5214adb1d2?pvs=21),,Piuro (https://www.notion.so/Piuro-198ac9109da344c6bcc90d755170b975?pvs=21),140500000014,Piuro,24,8,71,case sparse,0.898734177215,0.101265822785
Piuro (https://www.notion.so/Piuro-11c7c49d99b18047bb73ee5214adb1d2?pvs=21),,Piuro (https://www.notion.so/Piuro-198ac9109da344c6bcc90d755170b975?pvs=21),140500000016,Piuro,0,0,0,case sparse,,
Piuro (https://www.notion.so/Piuro-11c7c49d99b18047bb73ee5214adb1d2?pvs=21),,Piuro (https://www.notion.so/Piuro-198ac9109da344c6bcc90d755170b975?pvs=21),140500000017,Piuro,1,1,5,case sparse,0.833333333333,0.166666666667
Piuro (https://www.notion.so/Piuro-11c7c49d99b18047bb73ee5214adb1d2?pvs=21),,Piuro (https://www.notion.so/Piuro-198ac9109da344c6bcc90d755170b975?pvs=21),140500000018,Piuro,0,0,0,case sparse,,
Piuro (https://www.notion.so/Piuro-11c7c49d99b18047bb73ee5214adb1d2?pvs=21),,Piuro (https://www.notion.so/Piuro-198ac9109da344c6bcc90d755170b975?pvs=21),140500000019,Piuro,52,18,4,Prosto,0.181818181818,0.818181818182
Piuro (https://www.notion.so/Piuro-11c7c49d99b18047bb73ee5214adb1d2?pvs=21),,Piuro (https://www.notion.so/Piuro-198ac9109da344c6bcc90d755170b975?pvs=21),140500000020,Piuro,8,3,1,case sparse,0.25,0.75
Piuro (https://www.notion.so/Piuro-11c7c49d99b18047bb73ee5214adb1d2?pvs=21),,Piuro (https://www.notion.so/Piuro-198ac9109da344c6bcc90d755170b975?pvs=21),140500000021,Piuro,0,0,0,case sparse,,
Piuro (https://www.notion.so/Piuro-11c7c49d99b18047bb73ee5214adb1d2?pvs=21),,Piuro (https://www.notion.so/Piuro-198ac9109da344c6bcc90d755170b975?pvs=21),140500000022,Piuro,4,1,0,case sparse,0,1
Piuro (https://www.notion.so/Piuro-11c7c49d99b18047bb73ee5214adb1d2?pvs=21),,Piuro (https://www.notion.so/Piuro-198ac9109da344c6bcc90d755170b975?pvs=21),140500000023,Piuro,0,0,0,case sparse,,
Prata (https://www.notion.so/Prata-11c7c49d99b180c693e1d9e78c586d94?pvs=21),,Prata Camportaccio (https://www.notion.so/Prata-Camportaccio-0d1eb1359aef447495ccd26ded9968e8?pvs=21),140540000001,Prata Camportaccio,299,120,18,Prata Centro,0.130434782609,0.869565217391
Prata (https://www.notion.so/Prata-11c7c49d99b180c693e1d9e78c586d94?pvs=21),,Prata Camportaccio (https://www.notion.so/Prata-Camportaccio-0d1eb1359aef447495ccd26ded9968e8?pvs=21),140540000002,Prata Camportaccio,925,388,110,Prata Centro,0.220883534137,0.779116465863
Prata (https://www.notion.so/Prata-11c7c49d99b180c693e1d9e78c586d94?pvs=21),,Prata Camportaccio (https://www.notion.so/Prata-Camportaccio-0d1eb1359aef447495ccd26ded9968e8?pvs=21),140540000003,Prata Camportaccio,604,236,64,San Cassiano,0.213333333333,0.786666666667
Prata (https://www.notion.so/Prata-11c7c49d99b180c693e1d9e78c586d94?pvs=21),,Prata Camportaccio (https://www.notion.so/Prata-Camportaccio-0d1eb1359aef447495ccd26ded9968e8?pvs=21),140540000004,Prata Camportaccio,755,284,85,San Cassiano,0.230352303523,0.769647696477
Prata (https://www.notion.so/Prata-11c7c49d99b180c693e1d9e78c586d94?pvs=21),,Prata Camportaccio (https://www.notion.so/Prata-Camportaccio-0d1eb1359aef447495ccd26ded9968e8?pvs=21),140540000005,Prata Camportaccio,85,30,19,Porrettina Bassa,0.387755102041,0.612244897959
Prata (https://www.notion.so/Prata-11c7c49d99b180c693e1d9e78c586d94?pvs=21),,Prata Camportaccio (https://www.notion.so/Prata-Camportaccio-0d1eb1359aef447495ccd26ded9968e8?pvs=21),140540000006,Prata Camportaccio,105,41,13,Porrettina Alta,0.240740740741,0.759259259259
Prata (https://www.notion.so/Prata-11c7c49d99b180c693e1d9e78c586d94?pvs=21),,Prata Camportaccio (https://www.notion.so/Prata-Camportaccio-0d1eb1359aef447495ccd26ded9968e8?pvs=21),140540000007,Prata Camportaccio,84,30,4,Pizzo,0.117647058824,0.882352941176
Prata (https://www.notion.so/Prata-11c7c49d99b180c693e1d9e78c586d94?pvs=21),,Prata Camportaccio (https://www.notion.so/Prata-Camportaccio-0d1eb1359aef447495ccd26ded9968e8?pvs=21),140540000008,Prata Camportaccio,11,5,12,San Cassiano,0.705882352941,0.294117647059
Prata (https://www.notion.so/Prata-11c7c49d99b180c693e1d9e78c586d94?pvs=21),,Prata Camportaccio (https://www.notion.so/Prata-Camportaccio-0d1eb1359aef447495ccd26ded9968e8?pvs=21),140540000014,Prata Camportaccio,0,0,0,case sparse,,
Prata (https://www.notion.so/Prata-11c7c49d99b180c693e1d9e78c586d94?pvs=21),,Prata Camportaccio (https://www.notion.so/Prata-Camportaccio-0d1eb1359aef447495ccd26ded9968e8?pvs=21),140540000015,Prata Camportaccio,0,0,0,case sparse,,
Prata (https://www.notion.so/Prata-11c7c49d99b180c693e1d9e78c586d94?pvs=21),,Prata Camportaccio (https://www.notion.so/Prata-Camportaccio-0d1eb1359aef447495ccd26ded9968e8?pvs=21),140540000020,Prata Camportaccio,0,0,62,Pratella,1,0
Prata (https://www.notion.so/Prata-11c7c49d99b180c693e1d9e78c586d94?pvs=21),,Prata Camportaccio (https://www.notion.so/Prata-Camportaccio-0d1eb1359aef447495ccd26ded9968e8?pvs=21),140540000021,Prata Camportaccio,5,3,17,Lottano,0.85,0.15
Prata (https://www.notion.so/Prata-11c7c49d99b180c693e1d9e78c586d94?pvs=21),,Prata Camportaccio (https://www.notion.so/Prata-Camportaccio-0d1eb1359aef447495ccd26ded9968e8?pvs=21),140540000022,Prata Camportaccio,20,9,64,case sparse,0.876712328767,0.123287671233
Prata (https://www.notion.so/Prata-11c7c49d99b180c693e1d9e78c586d94?pvs=21),,Prata Camportaccio (https://www.notion.so/Prata-Camportaccio-0d1eb1359aef447495ccd26ded9968e8?pvs=21),140540000023,Prata Camportaccio,28,11,5,Pizzo,0.3125,0.6875
Samolaco (https://www.notion.so/Samolaco-11c7c49d99b180219498ebb70231c750?pvs=21),,Samolaco (https://www.notion.so/Samolaco-8fd0925aa0a2408292ac6d9755e22761?pvs=21),140570000001,Samolaco,307,112,41,Era,0.267973856209,0.732026143791
Samolaco (https://www.notion.so/Samolaco-11c7c49d99b180219498ebb70231c750?pvs=21),,Samolaco (https://www.notion.so/Samolaco-8fd0925aa0a2408292ac6d9755e22761?pvs=21),140570000002,Samolaco,13,6,3,Vigazzolo,0.333333333333,0.666666666667
Samolaco (https://www.notion.so/Samolaco-11c7c49d99b180219498ebb70231c750?pvs=21),,Samolaco (https://www.notion.so/Samolaco-8fd0925aa0a2408292ac6d9755e22761?pvs=21),140570000005,Samolaco,0,0,88,Paiedo,1,0
Samolaco (https://www.notion.so/Samolaco-11c7c49d99b180219498ebb70231c750?pvs=21),,Samolaco (https://www.notion.so/Samolaco-8fd0925aa0a2408292ac6d9755e22761?pvs=21),140570000008,Samolaco,114,44,9,San Pietro,0.169811320755,0.830188679245
Samolaco (https://www.notion.so/Samolaco-11c7c49d99b180219498ebb70231c750?pvs=21),,Samolaco (https://www.notion.so/Samolaco-8fd0925aa0a2408292ac6d9755e22761?pvs=21),140570000010,Samolaco,382,136,51,Somaggia,0.272727272727,0.727272727273
Samolaco (https://www.notion.so/Samolaco-11c7c49d99b180219498ebb70231c750?pvs=21),,Samolaco (https://www.notion.so/Samolaco-8fd0925aa0a2408292ac6d9755e22761?pvs=21),140570000011,Samolaco,63,27,11,Poiat,0.289473684211,0.710526315789
Samolaco (https://www.notion.so/Samolaco-11c7c49d99b180219498ebb70231c750?pvs=21),,Samolaco (https://www.notion.so/Samolaco-8fd0925aa0a2408292ac6d9755e22761?pvs=21),140570000012,Samolaco,11,5,2,Ponte Nave,0.285714285714,0.714285714286
Samolaco (https://www.notion.so/Samolaco-11c7c49d99b180219498ebb70231c750?pvs=21),,Samolaco (https://www.notion.so/Samolaco-8fd0925aa0a2408292ac6d9755e22761?pvs=21),140570000013,Samolaco,94,33,12,Giumello,0.266666666667,0.733333333333
Samolaco (https://www.notion.so/Samolaco-11c7c49d99b180219498ebb70231c750?pvs=21),,Samolaco (https://www.notion.so/Samolaco-8fd0925aa0a2408292ac6d9755e22761?pvs=21),140570000014,Samolaco,62,22,7,Giumellasco,0.241379310345,0.758620689655
