Comuni,Sottosistemi territoriali,Località,COD_LOC 1991,SEZ 1991,TIPO_LOC,Loc_Den,PRO_COM,SEZ_POP,SEZ_CASE OCC,SEZ_CASE NON OCC,ALTITUDINE,NON OCC/TOT,occupate/TOT
Samolaco (https://www.notion.so/Samolaco-8fd0925aa0a2408292ac6d9755e22761?pvs=21),Samolaco (https://www.notion.so/Samolaco-11c7c49d99b180219498ebb70231c750?pvs=21),,140573001,140570000006,3,Case sparse,14057,0,0,8,,1,0
Samolaco (https://www.notion.so/Samolaco-8fd0925aa0a2408292ac6d9755e22761?pvs=21),Samolaco (https://www.notion.so/Samolaco-11c7c49d99b180219498ebb70231c750?pvs=21),Paiedo (https://www.notion.so/Paiedo-38b172873ca84a61b1cbf6b71bd75084?pvs=21),140572002,140570000005,2,Paiedo,14057,0,0,26,886,1,0
Samolaco (https://www.notion.so/Samolaco-8fd0925aa0a2408292ac6d9755e22761?pvs=21),Samolaco (https://www.notion.so/Samolaco-11c7c49d99b180219498ebb70231c750?pvs=21),,140573001,140570000004,3,Case sparse,14057,0,0,7,,1,0
Samolaco (https://www.notion.so/Samolaco-8fd0925aa0a2408292ac6d9755e22761?pvs=21),Samolaco (https://www.notion.so/Samolaco-11c7c49d99b180219498ebb70231c750?pvs=21),,140573001,140570000003,3,Case sparse,14057,0,0,6,,1,0
Samolaco (https://www.notion.so/Samolaco-8fd0925aa0a2408292ac6d9755e22761?pvs=21),Samolaco (https://www.notion.so/Samolaco-11c7c49d99b180219498ebb70231c750?pvs=21),Vigazzolo (https://www.notion.so/Vigazzolo-5ae71e390b814474b8f1dd535322d1a4?pvs=21),140572005,140570000002,2,Vigazzolo,14057,25,9,3,214,0.25,0.75
Samolaco (https://www.notion.so/Samolaco-8fd0925aa0a2408292ac6d9755e22761?pvs=21),Samolaco (https://www.notion.so/Samolaco-11c7c49d99b180219498ebb70231c750?pvs=21),Era / S Andrea (https://www.notion.so/Era-S-Andrea-ab98aa8a7c95417eaea3195cb10507ce?pvs=21),140571001,140570000001,1,Era,14057,731,244,40,213,0.140845070423,0.859154929577
San Giacomo Filippo (https://www.notion.so/San-Giacomo-Filippo-4442b9bbbf894587be85a28aa25c1e2c?pvs=21),San Bernardo (https://www.notion.so/San-Bernardo-026e9f633635428bae3ee14694a74cd8?pvs=21),,140583001,140580000026,3,Case sparse_zona truzzo altro laghetto forse,14058,0,0,0,,,
San Giacomo Filippo (https://www.notion.so/San-Giacomo-Filippo-4442b9bbbf894587be85a28aa25c1e2c?pvs=21),San Bernardo (https://www.notion.so/San-Bernardo-026e9f633635428bae3ee14694a74cd8?pvs=21),,140583001,140580000024,3,Case sparse_zona truzzo altro laghetto forse,14058,0,0,0,,,
San Giacomo Filippo (https://www.notion.so/San-Giacomo-Filippo-4442b9bbbf894587be85a28aa25c1e2c?pvs=21),San Bernardo (https://www.notion.so/San-Bernardo-026e9f633635428bae3ee14694a74cd8?pvs=21),,140583001,140580000023,3,Case sparse_zona truzzo altro laghetto forse,14058,0,0,0,,,
San Giacomo Filippo (https://www.notion.so/San-Giacomo-Filippo-4442b9bbbf894587be85a28aa25c1e2c?pvs=21),San Bernardo (https://www.notion.so/San-Bernardo-026e9f633635428bae3ee14694a74cd8?pvs=21),,140583003,140580000022,3,Case sparse_zona monti quadro,14058,0,0,0,,,
San Giacomo Filippo (https://www.notion.so/San-Giacomo-Filippo-4442b9bbbf894587be85a28aa25c1e2c?pvs=21),San Bernardo (https://www.notion.so/San-Bernardo-026e9f633635428bae3ee14694a74cd8?pvs=21),,140583001,140580000025,3,Case sparse_zona truzzo altro laghetto forse,14058,0,0,0,,,
San Giacomo Filippo (https://www.notion.so/San-Giacomo-Filippo-4442b9bbbf894587be85a28aa25c1e2c?pvs=21),San Bernardo (https://www.notion.so/San-Bernardo-026e9f633635428bae3ee14694a74cd8?pvs=21),San Rocco / Scannabecco (https://www.notion.so/San-Rocco-Scannabecco-b5767a654b824576afb6958321c9d86d?pvs=21),140582011,140580000012,2,Scannabecco,14058,6,3,31,1242,0.911764705882,0.088235294118
San Giacomo Filippo (https://www.notion.so/San-Giacomo-Filippo-4442b9bbbf894587be85a28aa25c1e2c?pvs=21),San Bernardo (https://www.notion.so/San-Bernardo-026e9f633635428bae3ee14694a74cd8?pvs=21),,140582007,140580000011,2,Martinone,14058,14,8,18,1200,0.692307692308,0.307692307692
San Giacomo Filippo (https://www.notion.so/San-Giacomo-Filippo-4442b9bbbf894587be85a28aa25c1e2c?pvs=21),San Bernardo (https://www.notion.so/San-Bernardo-026e9f633635428bae3ee14694a74cd8?pvs=21),San Bernardo (https://www.notion.so/San-Bernardo-28dc652fbed44b289167967f4fa7495e?pvs=21),140581003,140580000010,1,San Bernardo,14058,11,6,32,1099,0.842105263158,0.157894736842
San Giacomo Filippo (https://www.notion.so/San-Giacomo-Filippo-4442b9bbbf894587be85a28aa25c1e2c?pvs=21),San Bernardo (https://www.notion.so/San-Bernardo-026e9f633635428bae3ee14694a74cd8?pvs=21),,140583001,140580000017,3,Case sparse_lago truzzo,14058,0,0,2,,1,0
San Giacomo Filippo (https://www.notion.so/San-Giacomo-Filippo-4442b9bbbf894587be85a28aa25c1e2c?pvs=21),San Giacomo Filippo (https://www.notion.so/San-Giacomo-Filippo-e18092e4bc0948ceb4db7f57c981a030?pvs=21),,140583001,140580000015,3,Case sparse_area centrale,14058,11,6,96,,0.941176470588,0.058823529412
San Giacomo Filippo (https://www.notion.so/San-Giacomo-Filippo-4442b9bbbf894587be85a28aa25c1e2c?pvs=21),San Giacomo Filippo (https://www.notion.so/San-Giacomo-Filippo-e18092e4bc0948ceb4db7f57c981a030?pvs=21),Uggia (https://www.notion.so/Uggia-35a499283aa041e4bf62ae4a55cc089c?pvs=21),140583001,140580000019,3,Case sparse_Uggia sotto,14058,6,4,6,,0.6,0.4
San Giacomo Filippo (https://www.notion.so/San-Giacomo-Filippo-4442b9bbbf894587be85a28aa25c1e2c?pvs=21),San Giacomo Filippo (https://www.notion.so/San-Giacomo-Filippo-e18092e4bc0948ceb4db7f57c981a030?pvs=21),Motta San Guglielmo (https://www.notion.so/Motta-San-Guglielmo-0a936808a9e34335959c17e883d3f80e?pvs=21),140582009,140580000002,2,Motta San Guglielmo,14058,85,26,16,590,0.380952380952,0.619047619048
San Giacomo Filippo (https://www.notion.so/San-Giacomo-Filippo-4442b9bbbf894587be85a28aa25c1e2c?pvs=21),San Giacomo Filippo (https://www.notion.so/San-Giacomo-Filippo-e18092e4bc0948ceb4db7f57c981a030?pvs=21),Alpe Olcera (https://www.notion.so/Alpe-Olcera-b58b89573047446985624646840cf63c?pvs=21),140583004,140580000014,3,Case sparse_area Alpe Olcera ,14058,0,0,0,,,
San Giacomo Filippo (https://www.notion.so/San-Giacomo-Filippo-4442b9bbbf894587be85a28aa25c1e2c?pvs=21),San Giacomo Filippo (https://www.notion.so/San-Giacomo-Filippo-e18092e4bc0948ceb4db7f57c981a030?pvs=21),San Giacomo Filippo (https://www.notion.so/San-Giacomo-Filippo-feb68d992d62434f93bc4892f31eabc9?pvs=21),140581004,140580000001,1,San Giacomo Filippo,14058,212,80,50,522,0.384615384615,0.615384615385
San Giacomo Filippo (https://www.notion.so/San-Giacomo-Filippo-4442b9bbbf894587be85a28aa25c1e2c?pvs=21),San Giacomo Filippo (https://www.notion.so/San-Giacomo-Filippo-e18092e4bc0948ceb4db7f57c981a030?pvs=21),Dalo (https://www.notion.so/Dalo-34f5655dbb3b42b1b7b70a18d0f99d93?pvs=21),140582004,140580000018,2,Dalo,14058,0,0,30,647,1,0
San Giacomo Filippo (https://www.notion.so/San-Giacomo-Filippo-4442b9bbbf894587be85a28aa25c1e2c?pvs=21),Sant'Antonio di Albareda (https://www.notion.so/Sant-Antonio-di-Albareda-b618e2cef2014c2f83e17847b229f44e?pvs=21),Sant’Antonio di Albareda (https://www.notion.so/Sant-Antonio-di-Albareda-ff557fa640e84f79be87d8a5920dd9a8?pvs=21),140582010,140580000021,2,S.Antonio Albareda,14058,0,0,45,833,1,0
San Giacomo Filippo (https://www.notion.so/San-Giacomo-Filippo-4442b9bbbf894587be85a28aa25c1e2c?pvs=21),Sommarovina (https://www.notion.so/Sommarovina-0baad02d2acf40fea6532e11d2ad5f28?pvs=21),Sommarovina (https://www.notion.so/Sommarovina-6f63c62da0df4b6ca5420c6f13699859?pvs=21),140581005,140580000020,1,Sommarovina,14058,0,0,45,956,1,0
Campodolcino (https://www.notion.so/Campodolcino-588bd69db74f48b5bac1cf06486a603f?pvs=21),Starleggia (https://www.notion.so/Starleggia-2c4de700098e489297123369d97d3738?pvs=21),Alpe Zoccana (https://www.notion.so/Alpe-Zoccana-895b331cfe3f4b699fd6b0c35932498d?pvs=21),140123001,140120000024,3,Case sparse_Alpe Zoccana,14012,0,0,0,,,
Campodolcino (https://www.notion.so/Campodolcino-588bd69db74f48b5bac1cf06486a603f?pvs=21),Starleggia (https://www.notion.so/Starleggia-2c4de700098e489297123369d97d3738?pvs=21),Alpe Toiana (https://www.notion.so/Alpe-Toiana-d7813d0e68644f72930c364c1819dabb?pvs=21),140123001,140120000023,3,Case sparse_Alpe Toiana,14012,0,0,0,,,
Campodolcino (https://www.notion.so/Campodolcino-588bd69db74f48b5bac1cf06486a603f?pvs=21),Starleggia (https://www.notion.so/Starleggia-2c4de700098e489297123369d97d3738?pvs=21),Alpe Fornat (https://www.notion.so/Alpe-Fornat-3ac0edf52b2e4563948728dda8fd2bd4?pvs=21),140122003,140120000021,2,Fornat,14012,0,0,13,1882,1,0
Campodolcino (https://www.notion.so/Campodolcino-588bd69db74f48b5bac1cf06486a603f?pvs=21),Starleggia (https://www.notion.so/Starleggia-2c4de700098e489297123369d97d3738?pvs=21),Alpe Gusone (https://www.notion.so/Alpe-Gusone-5095d1a9854746aaba48e467db56343d?pvs=21),140122005,140120000020,2,Gusone,14012,0,0,18,1891,1,0
Campodolcino (https://www.notion.so/Campodolcino-588bd69db74f48b5bac1cf06486a603f?pvs=21),Starleggia (https://www.notion.so/Starleggia-2c4de700098e489297123369d97d3738?pvs=21),Alpe Cort Sora (https://www.notion.so/Alpe-Cort-Sora-1e6904a31e0e46ceafad4eda22535293?pvs=21),140123001,140120000019,3,Case sparse_Alpe Cort Sora,14012,0,0,0,,,
Campodolcino (https://www.notion.so/Campodolcino-588bd69db74f48b5bac1cf06486a603f?pvs=21),Starleggia (https://www.notion.so/Starleggia-2c4de700098e489297123369d97d3738?pvs=21),Alpe Morone (https://www.notion.so/Alpe-Morone-8258b79c5d634c1391dec51ab1db2ee5?pvs=21),140122006,140120000018,2,Morone,14012,0,0,28,1800,1,0
Campodolcino (https://www.notion.so/Campodolcino-588bd69db74f48b5bac1cf06486a603f?pvs=21),Starleggia (https://www.notion.so/Starleggia-2c4de700098e489297123369d97d3738?pvs=21),Alpe Bocci (https://www.notion.so/Alpe-Bocci-0b20ce1e70574573a9cc1c9f005f0265?pvs=21),140123001,140120000017,3,Case sparse_Alpe Bocci,14012,0,0,2,,1,0
Campodolcino (https://www.notion.so/Campodolcino-588bd69db74f48b5bac1cf06486a603f?pvs=21),Starleggia (https://www.notion.so/Starleggia-2c4de700098e489297123369d97d3738?pvs=21),San Sisto (https://www.notion.so/San-Sisto-67aa183c4fce46d0a47deb705e1af2e3?pvs=21),140121006,140120000016,1,S.Sisto,14012,0,0,30,1769,1,0
Campodolcino (https://www.notion.so/Campodolcino-588bd69db74f48b5bac1cf06486a603f?pvs=21),Starleggia (https://www.notion.so/Starleggia-2c4de700098e489297123369d97d3738?pvs=21),Splughetta (https://www.notion.so/Splughetta-ea499769ee4b47b89d7cc7089c741379?pvs=21),140122008,140120000008,2,Splughetta,14012,4,2,37,1361,0.948717948718,0.051282051282
Campodolcino (https://www.notion.so/Campodolcino-588bd69db74f48b5bac1cf06486a603f?pvs=21),Starleggia (https://www.notion.so/Starleggia-2c4de700098e489297123369d97d3738?pvs=21),Ca di Lucc (https://www.notion.so/Ca-di-Lucc-a5f8f9a632e74d1d865ebdc5c5317937?pvs=21),140122002,140120000010,2,Ca de Luc,14012,2,1,12,1475,0.923076923077,0.076923076923
Campodolcino (https://www.notion.so/Campodolcino-588bd69db74f48b5bac1cf06486a603f?pvs=21),Starleggia (https://www.notion.so/Starleggia-2c4de700098e489297123369d97d3738?pvs=21),Starleggia (https://www.notion.so/Starleggia-4bcaf289dbc64efea01a78f87a24755e?pvs=21),140122009,140120000009,2,Starleggia,14012,18,8,87,1560,0.915789473684,0.084210526316
Verceia (https://www.notion.so/Verceia-f622dc3b55e7451abebca40085f23e45?pvs=21),Verceia (https://www.notion.so/Verceia-11c7c49d99b1804c8f68fe6a53144479?pvs=21),,140753001,140750000007,3,Case sparse,14075,0,0,0,,,
Verceia (https://www.notion.so/Verceia-f622dc3b55e7451abebca40085f23e45?pvs=21),Verceia (https://www.notion.so/Verceia-11c7c49d99b1804c8f68fe6a53144479?pvs=21),,140752002,140750000006,2,Fopaccia,14075,3,1,35,1044,0.972222222222,0.027777777778
Verceia (https://www.notion.so/Verceia-f622dc3b55e7451abebca40085f23e45?pvs=21),Verceia (https://www.notion.so/Verceia-11c7c49d99b1804c8f68fe6a53144479?pvs=21),Casten (https://www.notion.so/Casten-fba8e7eaa1de4a888d2e821fdc1b7ddf?pvs=21),140752001,140750000005,2,Casten,14075,0,0,15,975,1,0
Verceia (https://www.notion.so/Verceia-f622dc3b55e7451abebca40085f23e45?pvs=21),Verceia (https://www.notion.so/Verceia-11c7c49d99b1804c8f68fe6a53144479?pvs=21),Frasnedo (https://www.notion.so/Frasnedo-3999428a0ce14efb8c3b9ecfbd3816a7?pvs=21),140752003,140750000004,2,Fransedo,14075,0,0,90,1287,1,0
Verceia (https://www.notion.so/Verceia-f622dc3b55e7451abebca40085f23e45?pvs=21),Verceia (https://www.notion.so/Verceia-11c7c49d99b1804c8f68fe6a53144479?pvs=21),,140753002,140750000003,3,Case sparse,14075,0,0,0,,,
Verceia (https://www.notion.so/Verceia-f622dc3b55e7451abebca40085f23e45?pvs=21),Verceia (https://www.notion.so/Verceia-11c7c49d99b1804c8f68fe6a53144479?pvs=21),Verceia (https://www.notion.so/Verceia-28b1d0ee04b54e73a765f60fc7bdb22d?pvs=21),140751001,140750000002,1,Verceia,14075,579,192,74,200,0.278195488722,0.721804511278
Verceia (https://www.notion.so/Verceia-f622dc3b55e7451abebca40085f23e45?pvs=21),Verceia (https://www.notion.so/Verceia-11c7c49d99b1804c8f68fe6a53144479?pvs=21),Verceia (https://www.notion.so/Verceia-28b1d0ee04b54e73a765f60fc7bdb22d?pvs=21),140751001,140750000001,1,Verceia,14075,584,190,53,200,0.218106995885,0.781893004115
San Giacomo Filippo (https://www.notion.so/San-Giacomo-Filippo-4442b9bbbf894587be85a28aa25c1e2c?pvs=21),Vho (https://www.notion.so/Vho-641e79f2edbe4983bf1cb9a129aab7ca?pvs=21),Vho (https://www.notion.so/Vho-69552968502b434a89e33666bdebbe00?pvs=21),140583001,140580000006,3,Case sparse_Vho,14058,0,0,13,,1,0
Villa di Chiavenna (https://www.notion.so/Villa-di-Chiavenna-4a8dcbb56a96424487dfa1fe612d9f71?pvs=21),Villa di Chiavenna (https://www.notion.so/Villa-di-Chiavenna-11c7c49d99b1808c9140c8a0867a16b9?pvs=21),,140773003,140770000013,3,Case sparse,14077,0,0,0,,,
Villa di Chiavenna (https://www.notion.so/Villa-di-Chiavenna-4a8dcbb56a96424487dfa1fe612d9f71?pvs=21),Villa di Chiavenna (https://www.notion.so/Villa-di-Chiavenna-11c7c49d99b1808c9140c8a0867a16b9?pvs=21),,140773002,140770000012,3,Case sparse,14077,0,0,0,,,
Villa di Chiavenna (https://www.notion.so/Villa-di-Chiavenna-4a8dcbb56a96424487dfa1fe612d9f71?pvs=21),Villa di Chiavenna (https://www.notion.so/Villa-di-Chiavenna-11c7c49d99b1808c9140c8a0867a16b9?pvs=21),,140773001,140770000011,3,Case sparse,14077,0,0,77,,1,0
Villa di Chiavenna (https://www.notion.so/Villa-di-Chiavenna-4a8dcbb56a96424487dfa1fe612d9f71?pvs=21),Villa di Chiavenna (https://www.notion.so/Villa-di-Chiavenna-11c7c49d99b1808c9140c8a0867a16b9?pvs=21),,140773001,140770000010,3,Case sparse,14077,0,0,0,,,
Villa di Chiavenna (https://www.notion.so/Villa-di-Chiavenna-4a8dcbb56a96424487dfa1fe612d9f71?pvs=21),Villa di Chiavenna (https://www.notion.so/Villa-di-Chiavenna-11c7c49d99b1808c9140c8a0867a16b9?pvs=21),,140773004,140770000009,3,Case sparse,14077,0,0,0,,,
Villa di Chiavenna (https://www.notion.so/Villa-di-Chiavenna-4a8dcbb56a96424487dfa1fe612d9f71?pvs=21),Villa di Chiavenna (https://www.notion.so/Villa-di-Chiavenna-11c7c49d99b1808c9140c8a0867a16b9?pvs=21),Canete (https://www.notion.so/Canete-7b5f43b518074773928b569f3205b844?pvs=21),140772001,140770000008,2,Canete,14077,9,4,31,726,0.885714285714,0.114285714286
Villa di Chiavenna (https://www.notion.so/Villa-di-Chiavenna-4a8dcbb56a96424487dfa1fe612d9f71?pvs=21),Villa di Chiavenna (https://www.notion.so/Villa-di-Chiavenna-11c7c49d99b1808c9140c8a0867a16b9?pvs=21),S Barnaba (https://www.notion.so/S-Barnaba-ce18e9f8fb8d4642834f615aa7421398?pvs=21),140772006,140770000007,2,San Barnaba,14077,102,28,25,670,0.471698113208,0.528301886792
Villa di Chiavenna (https://www.notion.so/Villa-di-Chiavenna-4a8dcbb56a96424487dfa1fe612d9f71?pvs=21),Villa di Chiavenna (https://www.notion.so/Villa-di-Chiavenna-11c7c49d99b1808c9140c8a0867a16b9?pvs=21),Chete (https://www.notion.so/Chete-faa0c61623cf413bbc3356deb2a4e862?pvs=21),140772002,140770000006,2,Chete,14077,40,16,10,673,0.384615384615,0.615384615385
Villa di Chiavenna (https://www.notion.so/Villa-di-Chiavenna-4a8dcbb56a96424487dfa1fe612d9f71?pvs=21),Villa di Chiavenna (https://www.notion.so/Villa-di-Chiavenna-11c7c49d99b1808c9140c8a0867a16b9?pvs=21),Dogana (https://www.notion.so/Dogana-11c7c49d99b1808cb387c182c6ebbb1c?pvs=21),140772003,140770000005,2,Dogana,14077,53,17,7,688,0.291666666667,0.708333333333
Villa di Chiavenna (https://www.notion.so/Villa-di-Chiavenna-4a8dcbb56a96424487dfa1fe612d9f71?pvs=21),Villa di Chiavenna (https://www.notion.so/Villa-di-Chiavenna-11c7c49d99b1808c9140c8a0867a16b9?pvs=21),,140772005,140770000004,2,Pian della Ca',14077,88,30,8,647,0.210526315789,0.789473684211
Villa di Chiavenna (https://www.notion.so/Villa-di-Chiavenna-4a8dcbb56a96424487dfa1fe612d9f71?pvs=21),Villa di Chiavenna (https://www.notion.so/Villa-di-Chiavenna-11c7c49d99b1808c9140c8a0867a16b9?pvs=21),Giavera (https://www.notion.so/Giavera-26c205a1854d4cbe8c0b49869e303d30?pvs=21),140772004,140770000003,2,Giavera,14077,12,6,6,598,0.5,0.5
Villa di Chiavenna (https://www.notion.so/Villa-di-Chiavenna-4a8dcbb56a96424487dfa1fe612d9f71?pvs=21),Villa di Chiavenna (https://www.notion.so/Villa-di-Chiavenna-11c7c49d99b1808c9140c8a0867a16b9?pvs=21),Villa di Chiavenna (https://www.notion.so/Villa-di-Chiavenna-d97ffb0f412740afbcd955d7d5d97073?pvs=21),140771001,140770000002,1,Villa,14077,477,172,95,633,0.355805243446,0.644194756554
Villa di Chiavenna (https://www.notion.so/Villa-di-Chiavenna-4a8dcbb56a96424487dfa1fe612d9f71?pvs=21),Villa di Chiavenna (https://www.notion.so/Villa-di-Chiavenna-11c7c49d99b1808c9140c8a0867a16b9?pvs=21),Villa di Chiavenna (https://www.notion.so/Villa-di-Chiavenna-d97ffb0f412740afbcd955d7d5d97073?pvs=21),140771001,140770000001,1,Villa,14077,352,133,93,633,0.411504424779,0.588495575221
