anno cens,Com_Den,Sottosistemi territoriali,Località,Località 1861 nome,Loc_Cod,Loc_pop res,Loc_n fam,Loc_ab occ,Loc_ab non occ,ab non occ / tot,ab occ / tot,concat
1861 (https://www.notion.so/1861-11c7c49d99b18091aadaf1e8401c641e?pvs=21),Novate Mezzola (https://www.notion.so/Novate-Mezzola-a2b352fb0d07487cb22ffad258c4e766?pvs=21),Novate (https://www.notion.so/Novate-11c7c49d99b180eead97dde5ee1a4266?pvs=21),,Campo,1,175,44,44,11,0.2,0.8,Campo
1861 (https://www.notion.so/1861-11c7c49d99b18091aadaf1e8401c641e?pvs=21),Novate Mezzola (https://www.notion.so/Novate-Mezzola-a2b352fb0d07487cb22ffad258c4e766?pvs=21),Novate (https://www.notion.so/Novate-11c7c49d99b180eead97dde5ee1a4266?pvs=21),,Novate,1,261,73,60,13,0.178082191781,0.821917808219,Novate Mezzola
1861 (https://www.notion.so/1861-11c7c49d99b18091aadaf1e8401c641e?pvs=21),Piuro (https://www.notion.so/Piuro-198ac9109da344c6bcc90d755170b975?pvs=21),Piuro (https://www.notion.so/Piuro-11c7c49d99b18047bb73ee5214adb1d2?pvs=21),Prosto (https://www.notion.so/Prosto-c8ebb65685b7453b8d65f6aa7f894899?pvs=21),case sparse (Prosto),3,152,24,20,1,0.047619047619,0.952380952381,case sparse Piuro_1861_2001_2011
1861 (https://www.notion.so/1861-11c7c49d99b18091aadaf1e8401c641e?pvs=21),Piuro (https://www.notion.so/Piuro-198ac9109da344c6bcc90d755170b975?pvs=21),Piuro (https://www.notion.so/Piuro-11c7c49d99b18047bb73ee5214adb1d2?pvs=21),,Scilano,2,44,10,9,1,0.1,0.9,Scilano
1861 (https://www.notion.so/1861-11c7c49d99b18091aadaf1e8401c641e?pvs=21),Piuro (https://www.notion.so/Piuro-198ac9109da344c6bcc90d755170b975?pvs=21),Piuro (https://www.notion.so/Piuro-11c7c49d99b18047bb73ee5214adb1d2?pvs=21),Dasile (https://www.notion.so/Dasile-b5e0f508bdf64132907c30f849131b6d?pvs=21),Dasile,2,123,17,14,3,0.176470588235,0.823529411765,Dasile
1861 (https://www.notion.so/1861-11c7c49d99b18091aadaf1e8401c641e?pvs=21),Piuro (https://www.notion.so/Piuro-198ac9109da344c6bcc90d755170b975?pvs=21),Piuro (https://www.notion.so/Piuro-11c7c49d99b18047bb73ee5214adb1d2?pvs=21),Cranna (https://www.notion.so/Cranna-aa355a2622c84e17ae06399aeda46d37?pvs=21),Crana,2,139,23,22,8,0.266666666667,0.733333333333,Cranna
1861 (https://www.notion.so/1861-11c7c49d99b18091aadaf1e8401c641e?pvs=21),Piuro (https://www.notion.so/Piuro-198ac9109da344c6bcc90d755170b975?pvs=21),Piuro (https://www.notion.so/Piuro-11c7c49d99b18047bb73ee5214adb1d2?pvs=21),,Aurogo,2,73,14,12,3,0.2,0.8,Aurogo
1861 (https://www.notion.so/1861-11c7c49d99b18091aadaf1e8401c641e?pvs=21),Piuro (https://www.notion.so/Piuro-198ac9109da344c6bcc90d755170b975?pvs=21),Piuro (https://www.notion.so/Piuro-11c7c49d99b18047bb73ee5214adb1d2?pvs=21),Savogno (https://www.notion.so/Savogno-bd488df8c928480d85d6a81b5fe1865a?pvs=21),Savogno,1,247,29,20,1,0.047619047619,0.952380952381,Savogno
1861 (https://www.notion.so/1861-11c7c49d99b18091aadaf1e8401c641e?pvs=21),Piuro (https://www.notion.so/Piuro-198ac9109da344c6bcc90d755170b975?pvs=21),Piuro (https://www.notion.so/Piuro-11c7c49d99b18047bb73ee5214adb1d2?pvs=21),S Croce (https://www.notion.so/S-Croce-2a8d65dbeb4c41deae5aea0f449f12e7?pvs=21),S Croce,1,235,48,34,1,0.028571428571,0.971428571429,S Croce
1861 (https://www.notion.so/1861-11c7c49d99b18091aadaf1e8401c641e?pvs=21),Piuro (https://www.notion.so/Piuro-198ac9109da344c6bcc90d755170b975?pvs=21),Piuro (https://www.notion.so/Piuro-11c7c49d99b18047bb73ee5214adb1d2?pvs=21),S Abbondio (https://www.notion.so/S-Abbondio-16951cba8b454e32a1d94d835c10036e?pvs=21),S Abbondio,1,220,41,32,6,0.157894736842,0.842105263158,S Abbondio
1861 (https://www.notion.so/1861-11c7c49d99b18091aadaf1e8401c641e?pvs=21),Piuro (https://www.notion.so/Piuro-198ac9109da344c6bcc90d755170b975?pvs=21),Piuro (https://www.notion.so/Piuro-11c7c49d99b18047bb73ee5214adb1d2?pvs=21),Prosto (https://www.notion.so/Prosto-c8ebb65685b7453b8d65f6aa7f894899?pvs=21),Prosto,1,482,87,73,28,0.277227722772,0.722772277228,Prosto
,Prata Camportaccio (https://www.notion.so/Prata-Camportaccio-0d1eb1359aef447495ccd26ded9968e8?pvs=21),Prata (https://www.notion.so/Prata-11c7c49d99b180c693e1d9e78c586d94?pvs=21),,case sparse,3,124,30,27,48,0.64,0.36,case sparse Prata Camportaccio_1861_2001_2011
,Prata Camportaccio (https://www.notion.so/Prata-Camportaccio-0d1eb1359aef447495ccd26ded9968e8?pvs=21),Prata (https://www.notion.so/Prata-11c7c49d99b180c693e1d9e78c586d94?pvs=21),,Selve,2,16,4,4,1,0.2,0.8,Selve_np - 1861
,Prata Camportaccio (https://www.notion.so/Prata-Camportaccio-0d1eb1359aef447495ccd26ded9968e8?pvs=21),Prata (https://www.notion.so/Prata-11c7c49d99b180c693e1d9e78c586d94?pvs=21),,S Cristoforo,2,31,3,2,1,0.333333333333,0.666666666667,S Cristoforo_1861_1951
,Prata Camportaccio (https://www.notion.so/Prata-Camportaccio-0d1eb1359aef447495ccd26ded9968e8?pvs=21),Prata (https://www.notion.so/Prata-11c7c49d99b180c693e1d9e78c586d94?pvs=21),,Pradelli,2,21,6,3,1,0.25,0.75,Pradelli / Pratella_1951
,Prata Camportaccio (https://www.notion.so/Prata-Camportaccio-0d1eb1359aef447495ccd26ded9968e8?pvs=21),Prata (https://www.notion.so/Prata-11c7c49d99b180c693e1d9e78c586d94?pvs=21),,Porettina,2,45,10,10,4,0.285714285714,0.714285714286,Porettina
,Prata Camportaccio (https://www.notion.so/Prata-Camportaccio-0d1eb1359aef447495ccd26ded9968e8?pvs=21),Prata (https://www.notion.so/Prata-11c7c49d99b180c693e1d9e78c586d94?pvs=21),,Piazzolo,2,16,6,4,4,0.5,0.5,Piazzolo_np - 1861
,Prata Camportaccio (https://www.notion.so/Prata-Camportaccio-0d1eb1359aef447495ccd26ded9968e8?pvs=21),Prata (https://www.notion.so/Prata-11c7c49d99b180c693e1d9e78c586d94?pvs=21),,Palazzo,2,19,3,3,1,0.25,0.75,Palazzo_np - 1861
,Prata Camportaccio (https://www.notion.so/Prata-Camportaccio-0d1eb1359aef447495ccd26ded9968e8?pvs=21),Prata (https://www.notion.so/Prata-11c7c49d99b180c693e1d9e78c586d94?pvs=21),,Osolo,2,60,11,9,1,0.1,0.9,Osolo_np - 1861
,Prata Camportaccio (https://www.notion.so/Prata-Camportaccio-0d1eb1359aef447495ccd26ded9968e8?pvs=21),Prata (https://www.notion.so/Prata-11c7c49d99b180c693e1d9e78c586d94?pvs=21),,Motta dell'Orso,2,22,3,3,1,0.25,0.75,Motta dell'Orso_1861
,Prata Camportaccio (https://www.notion.so/Prata-Camportaccio-0d1eb1359aef447495ccd26ded9968e8?pvs=21),Prata (https://www.notion.so/Prata-11c7c49d99b180c693e1d9e78c586d94?pvs=21),,Malaguardia,2,48,10,10,9,0.473684210526,0.526315789474,Malaguardia
,Prata Camportaccio (https://www.notion.so/Prata-Camportaccio-0d1eb1359aef447495ccd26ded9968e8?pvs=21),Prata (https://www.notion.so/Prata-11c7c49d99b180c693e1d9e78c586d94?pvs=21),,Dona,2,57,11,9,2,0.181818181818,0.818181818182,Dona
,Prata Camportaccio (https://www.notion.so/Prata-Camportaccio-0d1eb1359aef447495ccd26ded9968e8?pvs=21),Prata (https://www.notion.so/Prata-11c7c49d99b180c693e1d9e78c586d94?pvs=21),,Chioso,2,18,3,3,0,0,1,Chioso_np - 1861
,Prata Camportaccio (https://www.notion.so/Prata-Camportaccio-0d1eb1359aef447495ccd26ded9968e8?pvs=21),Prata (https://www.notion.so/Prata-11c7c49d99b180c693e1d9e78c586d94?pvs=21),,Ca dei Monghini,2,20,6,4,5,0.555555555556,0.444444444444,Ca dei Monghini_np - 1861
,Prata Camportaccio (https://www.notion.so/Prata-Camportaccio-0d1eb1359aef447495ccd26ded9968e8?pvs=21),Prata (https://www.notion.so/Prata-11c7c49d99b180c693e1d9e78c586d94?pvs=21),,Ca dei Grossi,2,24,2,2,2,0.5,0.5,Ca dei Grossi
,Prata Camportaccio (https://www.notion.so/Prata-Camportaccio-0d1eb1359aef447495ccd26ded9968e8?pvs=21),Prata (https://www.notion.so/Prata-11c7c49d99b180c693e1d9e78c586d94?pvs=21),,Belingheno,2,66,11,8,1,0.111111111111,0.888888888889,Belingheno_np - 1861
,Prata Camportaccio (https://www.notion.so/Prata-Camportaccio-0d1eb1359aef447495ccd26ded9968e8?pvs=21),Prata (https://www.notion.so/Prata-11c7c49d99b180c693e1d9e78c586d94?pvs=21),,S Cassiano,1,82,30,25,10,0.285714285714,0.714285714286,S Cassiano
1861 (https://www.notion.so/1861-11c7c49d99b18091aadaf1e8401c641e?pvs=21),Prata Camportaccio (https://www.notion.so/Prata-Camportaccio-0d1eb1359aef447495ccd26ded9968e8?pvs=21),Prata (https://www.notion.so/Prata-11c7c49d99b180c693e1d9e78c586d94?pvs=21),,Lottano,1,247,49,31,4,0.114285714286,0.885714285714,Lottano
1861 (https://www.notion.so/1861-11c7c49d99b18091aadaf1e8401c641e?pvs=21),Prata Camportaccio (https://www.notion.so/Prata-Camportaccio-0d1eb1359aef447495ccd26ded9968e8?pvs=21),Prata (https://www.notion.so/Prata-11c7c49d99b180c693e1d9e78c586d94?pvs=21),,Prata,1,130,28,22,21,0.488372093023,0.511627906977,Prata
1861 (https://www.notion.so/1861-11c7c49d99b18091aadaf1e8401c641e?pvs=21),Samolaco (https://www.notion.so/Samolaco-8fd0925aa0a2408292ac6d9755e22761?pvs=21),Samolaco (https://www.notion.so/Samolaco-11c7c49d99b180219498ebb70231c750?pvs=21),S Pietro (https://www.notion.so/S-Pietro-efab36e5b7524ecab77848c7be9d2849?pvs=21),case sparse (Selva Piana),3,282,61,47,19,0.287878787879,0.712121212121,case sparse Samolaco_1861_2001_2011
1861 (https://www.notion.so/1861-11c7c49d99b18091aadaf1e8401c641e?pvs=21),Samolaco (https://www.notion.so/Samolaco-8fd0925aa0a2408292ac6d9755e22761?pvs=21),Samolaco (https://www.notion.so/Samolaco-11c7c49d99b180219498ebb70231c750?pvs=21),Vigazzolo (https://www.notion.so/Vigazzolo-5ae71e390b814474b8f1dd535322d1a4?pvs=21),Vigazzolo,2,27,13,10,3,0.230769230769,0.769230769231,Vigazzolo
1861 (https://www.notion.so/1861-11c7c49d99b18091aadaf1e8401c641e?pvs=21),Samolaco (https://www.notion.so/Samolaco-8fd0925aa0a2408292ac6d9755e22761?pvs=21),Samolaco (https://www.notion.so/Samolaco-11c7c49d99b180219498ebb70231c750?pvs=21),Somaggia (https://www.notion.so/Somaggia-fa259b089c0e42c28c19b63debd0c4a6?pvs=21),Somaggia,2,107,24,17,1,0.055555555556,0.944444444444,Somaggia
1861 (https://www.notion.so/1861-11c7c49d99b18091aadaf1e8401c641e?pvs=21),Samolaco (https://www.notion.so/Samolaco-8fd0925aa0a2408292ac6d9755e22761?pvs=21),Samolaco (https://www.notion.so/Samolaco-11c7c49d99b180219498ebb70231c750?pvs=21),,Schenone,2,53,10,10,0,0,1,Schenone
1861 (https://www.notion.so/1861-11c7c49d99b18091aadaf1e8401c641e?pvs=21),Samolaco (https://www.notion.so/Samolaco-8fd0925aa0a2408292ac6d9755e22761?pvs=21),Samolaco (https://www.notion.so/Samolaco-11c7c49d99b180219498ebb70231c750?pvs=21),,Ronscione,2,99,21,17,0,0,1,Ronscione
1861 (https://www.notion.so/1861-11c7c49d99b18091aadaf1e8401c641e?pvs=21),Samolaco (https://www.notion.so/Samolaco-8fd0925aa0a2408292ac6d9755e22761?pvs=21),Samolaco (https://www.notion.so/Samolaco-11c7c49d99b180219498ebb70231c750?pvs=21),Ronco (https://www.notion.so/Ronco-b84679de3a784eeaab55a49c9b48aed4?pvs=21),Ronco,2,1,1,1,11,0.916666666667,0.083333333333,Ronco
1861 (https://www.notion.so/1861-11c7c49d99b18091aadaf1e8401c641e?pvs=21),Samolaco (https://www.notion.so/Samolaco-8fd0925aa0a2408292ac6d9755e22761?pvs=21),Samolaco (https://www.notion.so/Samolaco-11c7c49d99b180219498ebb70231c750?pvs=21),Nogaredo (https://www.notion.so/Nogaredo-49c811bf426c4a1c84c8b76f18eeac0d?pvs=21),Nogaredo,2,41,8,7,0,0,1,Nogaredo
1861 (https://www.notion.so/1861-11c7c49d99b18091aadaf1e8401c641e?pvs=21),Samolaco (https://www.notion.so/Samolaco-8fd0925aa0a2408292ac6d9755e22761?pvs=21),Samolaco (https://www.notion.so/Samolaco-11c7c49d99b180219498ebb70231c750?pvs=21),Montenuovo (https://www.notion.so/Montenuovo-e1ab5062b12346ada0b957e7029e570d?pvs=21),Montenovo,2,60,15,15,7,0.318181818182,0.681818181818,Montenuovo
1861 (https://www.notion.so/1861-11c7c49d99b18091aadaf1e8401c641e?pvs=21),Samolaco (https://www.notion.so/Samolaco-8fd0925aa0a2408292ac6d9755e22761?pvs=21),Samolaco (https://www.notion.so/Samolaco-11c7c49d99b180219498ebb70231c750?pvs=21),Monastero (https://www.notion.so/Monastero-9e7f2da80a054fc29ec76bbb246cb44e?pvs=21),Monastero,2,83,16,16,0,0,1,Monastero
1861 (https://www.notion.so/1861-11c7c49d99b18091aadaf1e8401c641e?pvs=21),Samolaco (https://www.notion.so/Samolaco-8fd0925aa0a2408292ac6d9755e22761?pvs=21),Samolaco (https://www.notion.so/Samolaco-11c7c49d99b180219498ebb70231c750?pvs=21),Fontanedo (https://www.notion.so/Fontanedo-a5acb1227eaa456e82ee58bbec5b7e68?pvs=21),Fontanedo,2,41,8,6,7,0.538461538462,0.461538461538,Fontanedo
1861 (https://www.notion.so/1861-11c7c49d99b18091aadaf1e8401c641e?pvs=21),Samolaco (https://www.notion.so/Samolaco-8fd0925aa0a2408292ac6d9755e22761?pvs=21),Samolaco (https://www.notion.so/Samolaco-11c7c49d99b180219498ebb70231c750?pvs=21),Casenda (https://www.notion.so/Casenda-b2932e12afc34154adfb4476324e3e82?pvs=21),Casenda,2,71,14,10,0,0,1,Casenda
1861 (https://www.notion.so/1861-11c7c49d99b18091aadaf1e8401c641e?pvs=21),Samolaco (https://www.notion.so/Samolaco-8fd0925aa0a2408292ac6d9755e22761?pvs=21),Samolaco (https://www.notion.so/Samolaco-11c7c49d99b180219498ebb70231c750?pvs=21),Paiedo (https://www.notion.so/Paiedo-38b172873ca84a61b1cbf6b71bd75084?pvs=21),Pajedo,1,157,30,27,28,0.509090909091,0.490909090909,Paiedo_1951
1861 (https://www.notion.so/1861-11c7c49d99b18091aadaf1e8401c641e?pvs=21),Samolaco (https://www.notion.so/Samolaco-8fd0925aa0a2408292ac6d9755e22761?pvs=21),Samolaco (https://www.notion.so/Samolaco-11c7c49d99b180219498ebb70231c750?pvs=21),Era / S Andrea (https://www.notion.so/Era-S-Andrea-ab98aa8a7c95417eaea3195cb10507ce?pvs=21),All'Era,1,117,25,23,9,0.28125,0.71875,Era / S Andrea
1861 (https://www.notion.so/1861-11c7c49d99b18091aadaf1e8401c641e?pvs=21),Samolaco (https://www.notion.so/Samolaco-8fd0925aa0a2408292ac6d9755e22761?pvs=21),Samolaco (https://www.notion.so/Samolaco-11c7c49d99b180219498ebb70231c750?pvs=21),S Pietro (https://www.notion.so/S-Pietro-efab36e5b7524ecab77848c7be9d2849?pvs=21),Selva Piana,1,189,36,34,1,0.028571428571,0.971428571429,S Pietro
1861 (https://www.notion.so/1861-c5d43a4386f7469888bb2d7f8dd4fcda?pvs=21),San Giacomo Filippo (https://www.notion.so/San-Giacomo-Filippo-4442b9bbbf894587be85a28aa25c1e2c?pvs=21),San Bernardo (https://www.notion.so/San-Bernardo-026e9f633635428bae3ee14694a74cd8?pvs=21),San Bernardo (https://www.notion.so/San-Bernardo-28dc652fbed44b289167967f4fa7495e?pvs=21),S Bernardo - contrada Pescosta,1,220,42,40,7,0.148936170213,0.851063829787,
1861 (https://www.notion.so/1861-c5d43a4386f7469888bb2d7f8dd4fcda?pvs=21),San Giacomo Filippo (https://www.notion.so/San-Giacomo-Filippo-4442b9bbbf894587be85a28aa25c1e2c?pvs=21),Sommarovina (https://www.notion.so/Sommarovina-0baad02d2acf40fea6532e11d2ad5f28?pvs=21),Sommarovina (https://www.notion.so/Sommarovina-6f63c62da0df4b6ca5420c6f13699859?pvs=21),Sommarovina - contrada Foppa,1,172,44,43,1,0.022727272727,0.977272727273,
1861 (https://www.notion.so/1861-c5d43a4386f7469888bb2d7f8dd4fcda?pvs=21),San Giacomo Filippo (https://www.notion.so/San-Giacomo-Filippo-4442b9bbbf894587be85a28aa25c1e2c?pvs=21),Sant'Antonio di Albareda (https://www.notion.so/Sant-Antonio-di-Albareda-b618e2cef2014c2f83e17847b229f44e?pvs=21),Sant’Antonio di Albareda (https://www.notion.so/Sant-Antonio-di-Albareda-ff557fa640e84f79be87d8a5920dd9a8?pvs=21),S Antonio di Albareda,1,185,42,42,0,0,1,
1861 (https://www.notion.so/1861-c5d43a4386f7469888bb2d7f8dd4fcda?pvs=21),San Giacomo Filippo (https://www.notion.so/San-Giacomo-Filippo-4442b9bbbf894587be85a28aa25c1e2c?pvs=21),Olmo (https://www.notion.so/Olmo-e266e73304de44659843f19c2192bf9a?pvs=21),Olmo (https://www.notion.so/Olmo-6f74852fc0c54fef96da140f7738b8f0?pvs=21),Olmo - contrada Crotto,1,366,91,85,1,0.011627906977,0.988372093023,
1861 (https://www.notion.so/1861-c5d43a4386f7469888bb2d7f8dd4fcda?pvs=21),San Giacomo Filippo (https://www.notion.so/San-Giacomo-Filippo-4442b9bbbf894587be85a28aa25c1e2c?pvs=21),Vho (https://www.notion.so/Vho-641e79f2edbe4983bf1cb9a129aab7ca?pvs=21),Vho (https://www.notion.so/Vho-69552968502b434a89e33666bdebbe00?pvs=21),Vo - Vosti,2,0,2,2,0,0,1,
1861 (https://www.notion.so/1861-c5d43a4386f7469888bb2d7f8dd4fcda?pvs=21),San Giacomo Filippo (https://www.notion.so/San-Giacomo-Filippo-4442b9bbbf894587be85a28aa25c1e2c?pvs=21),Vho (https://www.notion.so/Vho-641e79f2edbe4983bf1cb9a129aab7ca?pvs=21),Vho (https://www.notion.so/Vho-69552968502b434a89e33666bdebbe00?pvs=21),Tecchio Marcio / Alpe Tecchi,2,0,2,2,0,0,1,
1861 (https://www.notion.so/1861-c5d43a4386f7469888bb2d7f8dd4fcda?pvs=21),San Giacomo Filippo (https://www.notion.so/San-Giacomo-Filippo-4442b9bbbf894587be85a28aa25c1e2c?pvs=21),San Giacomo Filippo (https://www.notion.so/San-Giacomo-Filippo-e18092e4bc0948ceb4db7f57c981a030?pvs=21),San Giacomo Filippo (https://www.notion.so/San-Giacomo-Filippo-feb68d992d62434f93bc4892f31eabc9?pvs=21),Miscolana sup - inf,2,0,6,5,2,0.285714285714,0.714285714286,
1861 (https://www.notion.so/1861-c5d43a4386f7469888bb2d7f8dd4fcda?pvs=21),San Giacomo Filippo (https://www.notion.so/San-Giacomo-Filippo-4442b9bbbf894587be85a28aa25c1e2c?pvs=21),San Giacomo Filippo (https://www.notion.so/San-Giacomo-Filippo-e18092e4bc0948ceb4db7f57c981a030?pvs=21),San Giacomo Filippo (https://www.notion.so/San-Giacomo-Filippo-feb68d992d62434f93bc4892f31eabc9?pvs=21),case sparse San Giacomo Filippo,3,132,8,8,0,0,1,
1861 (https://www.notion.so/1861-c5d43a4386f7469888bb2d7f8dd4fcda?pvs=21),San Giacomo Filippo (https://www.notion.so/San-Giacomo-Filippo-4442b9bbbf894587be85a28aa25c1e2c?pvs=21),San Giacomo Filippo (https://www.notion.so/San-Giacomo-Filippo-e18092e4bc0948ceb4db7f57c981a030?pvs=21),San Giacomo Filippo (https://www.notion.so/San-Giacomo-Filippo-feb68d992d62434f93bc4892f31eabc9?pvs=21),Stura_nd,2,0,6,6,0,0,1,
1861 (https://www.notion.so/1861-c5d43a4386f7469888bb2d7f8dd4fcda?pvs=21),San Giacomo Filippo (https://www.notion.so/San-Giacomo-Filippo-4442b9bbbf894587be85a28aa25c1e2c?pvs=21),San Giacomo Filippo (https://www.notion.so/San-Giacomo-Filippo-e18092e4bc0948ceb4db7f57c981a030?pvs=21),San Giacomo Filippo (https://www.notion.so/San-Giacomo-Filippo-feb68d992d62434f93bc4892f31eabc9?pvs=21),Palu_nd,2,0,2,2,1,0.333333333333,0.666666666667,
1861 (https://www.notion.so/1861-c5d43a4386f7469888bb2d7f8dd4fcda?pvs=21),San Giacomo Filippo (https://www.notion.so/San-Giacomo-Filippo-4442b9bbbf894587be85a28aa25c1e2c?pvs=21),San Giacomo Filippo (https://www.notion.so/San-Giacomo-Filippo-e18092e4bc0948ceb4db7f57c981a030?pvs=21),Motta San Guglielmo (https://www.notion.so/Motta-San-Guglielmo-0a936808a9e34335959c17e883d3f80e?pvs=21),Motta S Giacomo / S Guglielmo,2,0,2,2,3,0.6,0.4,
1861 (https://www.notion.so/1861-c5d43a4386f7469888bb2d7f8dd4fcda?pvs=21),San Giacomo Filippo (https://www.notion.so/San-Giacomo-Filippo-4442b9bbbf894587be85a28aa25c1e2c?pvs=21),Lirone/Gallivaggio (https://www.notion.so/Lirone-Gallivaggio-74919d941e124f1b93ad293980a67d4f?pvs=21),Gallivaggio (https://www.notion.so/Gallivaggio-18a72f5d334648b5b3fc1178ff421adc?pvs=21),Gallivaggio al Santuario,1,309,59,58,6,0.09375,0.90625,
1861 (https://www.notion.so/1861-c5d43a4386f7469888bb2d7f8dd4fcda?pvs=21),San Giacomo Filippo (https://www.notion.so/San-Giacomo-Filippo-4442b9bbbf894587be85a28aa25c1e2c?pvs=21),San Giacomo Filippo (https://www.notion.so/San-Giacomo-Filippo-e18092e4bc0948ceb4db7f57c981a030?pvs=21),San Giacomo Filippo (https://www.notion.so/San-Giacomo-Filippo-feb68d992d62434f93bc4892f31eabc9?pvs=21),S Giacomo,1,232,50,48,6,0.111111111111,0.888888888889,
1861 (https://www.notion.so/1861-11c7c49d99b18091aadaf1e8401c641e?pvs=21),Verceia (https://www.notion.so/Verceia-f622dc3b55e7451abebca40085f23e45?pvs=21),Verceia (https://www.notion.so/Verceia-11c7c49d99b1804c8f68fe6a53144479?pvs=21),,case sparse (Alla Chiesa),3,54,9,9,38,0.808510638298,0.191489361702,case sparse Verceia_1861_2001_2011
1861 (https://www.notion.so/1861-11c7c49d99b18091aadaf1e8401c641e?pvs=21),Verceia (https://www.notion.so/Verceia-f622dc3b55e7451abebca40085f23e45?pvs=21),Verceia (https://www.notion.so/Verceia-11c7c49d99b1804c8f68fe6a53144479?pvs=21),,Villa,2,80,20,20,1,0.047619047619,0.952380952381,Villa
1861 (https://www.notion.so/1861-11c7c49d99b18091aadaf1e8401c641e?pvs=21),Verceia (https://www.notion.so/Verceia-f622dc3b55e7451abebca40085f23e45?pvs=21),Verceia (https://www.notion.so/Verceia-11c7c49d99b1804c8f68fe6a53144479?pvs=21),,Vico,2,109,20,17,4,0.190476190476,0.809523809524,Vico
1861 (https://www.notion.so/1861-11c7c49d99b18091aadaf1e8401c641e?pvs=21),Verceia (https://www.notion.so/Verceia-f622dc3b55e7451abebca40085f23e45?pvs=21),Verceia (https://www.notion.so/Verceia-11c7c49d99b1804c8f68fe6a53144479?pvs=21),,Serto,2,18,3,3,3,0.5,0.5,Serto_np - 1861
1861 (https://www.notion.so/1861-11c7c49d99b18091aadaf1e8401c641e?pvs=21),Verceia (https://www.notion.so/Verceia-f622dc3b55e7451abebca40085f23e45?pvs=21),Verceia (https://www.notion.so/Verceia-11c7c49d99b1804c8f68fe6a53144479?pvs=21),,Sceglio,2,17,6,6,6,0.5,0.5,Sceglio
1861 (https://www.notion.so/1861-11c7c49d99b18091aadaf1e8401c641e?pvs=21),Verceia (https://www.notion.so/Verceia-f622dc3b55e7451abebca40085f23e45?pvs=21),Verceia (https://www.notion.so/Verceia-11c7c49d99b1804c8f68fe6a53144479?pvs=21),,Poncia,2,24,4,4,3,0.428571428571,0.571428571429,Poncia_np - 1861
1861 (https://www.notion.so/1861-11c7c49d99b18091aadaf1e8401c641e?pvs=21),Verceia (https://www.notion.so/Verceia-f622dc3b55e7451abebca40085f23e45?pvs=21),Verceia (https://www.notion.so/Verceia-11c7c49d99b1804c8f68fe6a53144479?pvs=21),,Monte dei Droghi,2,0,0,0,4,1,0,Monte dei Droghi_np - 1861
1861 (https://www.notion.so/1861-11c7c49d99b18091aadaf1e8401c641e?pvs=21),Verceia (https://www.notion.so/Verceia-f622dc3b55e7451abebca40085f23e45?pvs=21),Verceia (https://www.notion.so/Verceia-11c7c49d99b1804c8f68fe6a53144479?pvs=21),,Moledana,2,0,0,0,11,1,0,Moledana_np - 1861
1861 (https://www.notion.so/1861-11c7c49d99b18091aadaf1e8401c641e?pvs=21),Verceia (https://www.notion.so/Verceia-f622dc3b55e7451abebca40085f23e45?pvs=21),Verceia (https://www.notion.so/Verceia-11c7c49d99b1804c8f68fe6a53144479?pvs=21),,Frasnedo,2,0,0,0,53,1,0,Frasnedo
1861 (https://www.notion.so/1861-11c7c49d99b18091aadaf1e8401c641e?pvs=21),Verceia (https://www.notion.so/Verceia-f622dc3b55e7451abebca40085f23e45?pvs=21),Verceia (https://www.notion.so/Verceia-11c7c49d99b1804c8f68fe6a53144479?pvs=21),,Foppaccia,2,0,0,0,42,1,0,Foppaccia
1861 (https://www.notion.so/1861-11c7c49d99b18091aadaf1e8401c641e?pvs=21),Verceia (https://www.notion.so/Verceia-f622dc3b55e7451abebca40085f23e45?pvs=21),Verceia (https://www.notion.so/Verceia-11c7c49d99b1804c8f68fe6a53144479?pvs=21),,Casten,2,0,0,0,16,1,0,Casten_1861
1861 (https://www.notion.so/1861-11c7c49d99b18091aadaf1e8401c641e?pvs=21),Verceia (https://www.notion.so/Verceia-f622dc3b55e7451abebca40085f23e45?pvs=21),Verceia (https://www.notion.so/Verceia-11c7c49d99b1804c8f68fe6a53144479?pvs=21),,Verceja,1,193,41,41,5,0.108695652174,0.891304347826,Verceia
1861 (https://www.notion.so/1861-11c7c49d99b18091aadaf1e8401c641e?pvs=21),Verceia (https://www.notion.so/Verceia-f622dc3b55e7451abebca40085f23e45?pvs=21),Verceia (https://www.notion.so/Verceia-11c7c49d99b1804c8f68fe6a53144479?pvs=21),,Alla Chiesa,1,219,51,40,9,0.183673469388,0.816326530612,Alla Chiesa / S Fedele_1861_SFedele1921
1861 (https://www.notion.so/1861-11c7c49d99b18091aadaf1e8401c641e?pvs=21),Villa di Chiavenna (https://www.notion.so/Villa-di-Chiavenna-4a8dcbb56a96424487dfa1fe612d9f71?pvs=21),Villa di Chiavenna (https://www.notion.so/Villa-di-Chiavenna-11c7c49d99b1808c9140c8a0867a16b9?pvs=21),Ca Scattoni (https://www.notion.so/Ca-Scattoni-6594596e01194861bd82241a7081f79b?pvs=21),case sparse (Ca degli Scattoni),3,22,4,1,0,0,1,case sparse Villa di Chiavenna_1861_2001_2011
